Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Yr Blt,Garage Cars,Garage Area
6,5,1509,0,1509,2,0,3,1,5,1,0,3954132,219.0,1461.0,1.0,0.0,1988.0,2.0,600.0
7,5,961,756,1717,1,0,3,1,7,1,0,3772550,0.0,756.0,1.0,0.0,1998.0,3.0,642.0
7,7,1240,0,1240,2,0,3,1,6,0,0,3940225,0.0,1265.0,0.0,1.0,1985.0,2.0,528.0
7,5,1166,0,1166,2,0,2,1,5,0,0,4020025,182.0,856.0,1.0,0.0,2005.0,2.0,400.0
5,8,764,700,1464,2,0,3,1,7,0,0,3823820,0.0,504.0,0.0,0.0,0.0,0.0,0.0
6,7,1652,0,1652,1,1,3,1,6,1,0,3900369,136.0,1592.0,1.0,0.0,1959.0,2.0,510.0
6,6,1182,960,2142,2,1,4,1,8,1,0,3873024,576.0,896.0,0.0,0.0,1968.0,1.0,509.0
6,7,1092,0,1092,1,0,3,1,6,0,0,3857296,260.0,1092.0,1.0,0.0,1964.0,2.0,504.0
7,7,1122,549,1671,2,0,4,1,7,1,0,3761550,270.0,1022.0,0.0,0.0,1963.0,2.0,451.0
5,6,1488,0,1488,1,0,3,1,7,1,0,3907904,232.0,0.0,0.0,0.0,2002.0,2.0,569.0
5,6,1624,0,1624,1,0,2,1,6,1,0,3810304,150.0,1444.0,1.0,0.0,1952.0,1.0,240.0
6,5,1362,0,1362,2,0,2,1,6,1,0,4022030,256.0,1362.0,0.0,0.0,2005.0,2.0,460.0
7,5,1218,0,1218,2,0,2,1,6,0,0,4030056,210.0,1218.0,1.0,0.0,2008.0,2.0,462.0
6,5,1068,0,1068,1,0,2,1,5,1,0,3749850,0.0,1124.0,1.0,0.0,1923.0,1.0,288.0
6,6,1625,0,1625,2,0,3,1,6,1,0,3916441,0.0,1625.0,0.0,1.0,1979.0,2.0,576.0
7,7,1064,703,1767,2,0,2,1,5,1,0,3948169,0.0,1064.0,1.0,0.0,1987.0,2.0,504.0
6,8,1050,0,1050,1,0,3,1,6,0,0,3908000,176.0,1050.0,1.0,0.0,1954.0,1.0,286.0
4,6,907,0,907,1,0,3,1,5,0,0,3829849,0.0,907.0,0.0,0.0,1964.0,1.0,352.0
2,4,640,0,845,1,0,1,1,4,0,0,3781050,0.0,0.0,0.0,0.0,1950.0,1.0,256.0
8,7,1251,1250,2501,2,1,4,1,9,1,0,3980025,466.0,1242.0,0.0,0.0,1995.0,3.0,751.0
5,5,1209,0,1209,1,0,3,1,6,0,0,3865156,0.0,1209.0,1.0,0.0,1966.0,2.0,504.0
4,7,453,453,906,1,0,2,1,5,0,0,3777150,0.0,348.0,0.0,0.0,1937.0,1.0,231.0
8,5,1601,0,1601,2,0,3,1,6,1,2000,4006002,479.0,1581.0,1.0,0.0,2001.0,2.0,670.0
7,5,1336,0,1336,2,0,3,1,6,0,0,4022030,0.0,1336.0,1.0,0.0,2005.0,2.0,502.0
4,6,1095,561,1656,2,0,2,1,8,0,0,3850900,0.0,801.0,0.0,0.0,1958.0,2.0,440.0
5,5,1124,0,1124,1,0,3,1,5,1,0,3818116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,1008,884,1892,2,1,3,1,8,1,0,4002000,647.0,982.0,0.0,0.0,2000.0,2.0,431.0
3,5,1014,685,1699,2,0,3,2,7,0,0,3743000,0.0,978.0,1.0,0.0,1920.0,2.0,420.0
6,7,780,636,1416,1,1,3,1,6,0,0,3798600,0.0,780.0,0.0,0.0,1948.0,1.0,312.0
3,2,1306,0,1306,1,0,3,1,6,0,450,3814040,0.0,728.0,0.0,0.0,0.0,0.0,0.0
4,7,672,0,672,1,0,2,1,4,0,0,3889700,0.0,672.0,0.0,0.0,1997.0,1.0,308.0
5,6,1160,0,1160,1,0,3,1,6,0,500,3873024,0.0,1113.0,1.0,0.0,1968.0,1.0,257.0
4,5,930,0,930,1,0,2,1,5,0,3000,3814209,115.0,911.0,0.0,0.0,1953.0,1.0,286.0
4,7,708,0,708,1,0,2,1,5,0,0,3783000,0.0,420.0,0.0,0.0,0.0,0.0,0.0
6,5,1575,0,1575,2,0,2,1,5,0,0,3968064,0.0,1575.0,1.0,0.0,1992.0,2.0,529.0
5,6,1059,0,1059,1,0,3,1,6,0,0,3865156,0.0,1059.0,1.0,0.0,1966.0,1.0,286.0
4,3,1005,0,1005,1,0,3,1,5,0,0,3857296,0.0,1005.0,1.0,0.0,1964.0,2.0,440.0
7,5,1057,872,1929,2,1,3,1,7,1,0,4004001,0.0,1057.0,1.0,0.0,2001.0,2.0,650.0
7,5,520,600,1200,2,1,2,1,4,0,0,4020025,0.0,600.0,0.0,0.0,2005.0,2.0,480.0
8,5,1804,886,2690,2,1,4,1,9,1,0,4012009,221.0,1765.0,0.0,0.0,2003.0,3.0,795.0
5,7,833,0,833,1,0,2,1,5,0,0,3936256,0.0,833.0,1.0,0.0,1984.0,2.0,495.0
6,5,728,728,1456,2,1,3,1,8,0,0,4024036,0.0,728.0,0.0,0.0,2006.0,2.0,429.0
5,8,864,0,864,1,0,3,1,5,0,0,3903900,0.0,864.0,1.0,0.0,1980.0,2.0,720.0
6,5,1586,0,1586,2,0,3,1,7,1,0,3954042,0.0,1362.0,0.0,0.0,1979.0,2.0,435.0
5,6,1370,0,1370,1,0,3,1,6,1,0,3825936,272.0,1058.0,1.0,0.0,1956.0,1.0,300.0
6,5,914,0,914,1,0,2,1,4,0,0,4008004,0.0,914.0,1.0,0.0,0.0,0.0,0.0
7,5,1555,0,1555,2,0,2,1,7,1,0,4022030,16.0,1373.0,0.0,0.0,2005.0,2.0,430.0
6,6,716,840,1556,2,1,3,1,6,1,0,3920400,0.0,716.0,1.0,0.0,1980.0,2.0,452.0
5,5,882,0,882,1,0,3,1,5,0,0,3888784,0.0,882.0,1.0,0.0,1980.0,2.0,461.0
5,5,1167,0,1167,1,0,3,1,6,1,0,3744000,0.0,915.0,0.0,0.0,1972.0,2.0,495.0
9,5,1800,0,1800,2,0,2,1,6,1,0,4030056,714.0,1800.0,1.0,0.0,2008.0,3.0,944.0
6,6,855,601,1456,2,1,3,1,6,1,0,3900625,0.0,855.0,0.0,0.0,1975.0,2.0,440.0
7,5,831,829,1660,2,1,3,1,7,0,0,4008004,95.0,831.0,0.0,0.0,2002.0,2.0,493.0
7,5,812,670,1482,2,1,3,1,7,1,0,3968064,170.0,384.0,0.0,0.0,1992.0,2.0,392.0
6,5,1522,0,1522,2,0,3,1,7,1,0,3936256,136.0,1190.0,0.0,0.0,1984.0,2.0,552.0
9,5,2036,0,2036,2,0,3,1,9,1,0,4032064,246.0,2190.0,1.0,0.0,2008.0,3.0,780.0
5,5,1595,0,1595,2,0,2,1,5,0,0,3964081,0.0,1582.0,1.0,0.0,1991.0,2.0,672.0
7,5,891,795,1686,2,1,3,1,8,0,0,4020025,172.0,891.0,0.0,0.0,2005.0,2.0,462.0
7,5,1344,0,1344,2,0,2,2,8,0,0,3990006,200.0,1344.0,2.0,0.0,1997.0,4.0,784.0
5,5,1652,0,1652,2,0,4,2,8,0,0,3880900,0.0,1652.0,0.0,0.0,1970.0,3.0,928.0
4,5,832,505,1337,1,0,3,1,5,0,0,3825936,0.0,832.0,0.0,0.0,1956.0,1.0,263.0
7,6,1222,698,1920,3,0,4,1,8,1,0,3920256,143.0,570.0,0.0,0.0,1968.0,2.0,487.0
6,5,848,0,848,1,0,1,1,3,0,0,4016016,205.0,848.0,1.0,0.0,2004.0,2.0,420.0
7,5,1055,0,1055,2,0,2,1,4,1,0,3900625,0.0,1057.0,0.0,1.0,1975.0,2.0,440.0
6,5,1291,0,1291,1,0,2,1,6,1,0,3986012,0.0,1291.0,1.0,0.0,1996.0,2.0,431.0
6,8,720,0,720,1,0,2,1,5,0,0,3861784,0.0,624.0,0.0,0.0,2005.0,2.0,484.0
4,5,526,462,988,1,0,2,1,5,0,0,3892729,0.0,462.0,1.0,0.0,1973.0,1.0,297.0
5,7,986,537,1523,2,0,3,1,7,1,0,3907745,0.0,1067.0,1.0,0.0,1949.0,1.0,295.0
7,5,864,864,1728,2,1,3,1,7,0,0,4016016,0.0,864.0,0.0,0.0,2004.0,2.0,572.0
8,5,1239,0,1239,1,1,1,1,4,1,0,3980025,0.0,1230.0,1.0,0.0,1995.0,2.0,477.0
5,5,1151,804,1955,2,0,4,1,7,0,0,3833764,162.0,1151.0,0.0,0.0,1958.0,1.0,356.0
7,7,860,704,1564,1,1,3,1,7,1,0,3784950,0.0,704.0,0.0,0.0,1941.0,1.0,234.0
4,6,1204,0,1204,1,0,3,1,6,0,0,3818116,0.0,416.0,0.0,0.0,1954.0,1.0,312.0
6,6,1329,0,1329,1,1,3,1,6,0,12500,3833764,108.0,1329.0,0.0,0.0,1958.0,1.0,312.0
5,6,879,0,879,1,0,3,1,5,0,0,3900625,0.0,864.0,0.0,0.0,1975.0,2.0,440.0
4,4,841,0,841,1,0,2,1,4,0,0,3802500,0.0,721.0,0.0,0.0,1950.0,1.0,294.0
6,6,900,412,1312,1,1,3,1,6,0,0,3796650,0.0,784.0,0.0,0.0,1953.0,2.0,649.0
6,5,1134,924,2058,1,1,3,1,8,1,0,3738150,0.0,735.0,0.0,0.0,1950.0,2.0,396.0
8,5,1360,0,1360,1,0,1,1,4,1,0,3936256,0.0,1220.0,1.0,0.0,1984.0,2.0,565.0
8,5,1786,0,1786,2,0,3,1,6,1,0,4010006,240.0,1778.0,1.0,0.0,2002.0,3.0,715.0
6,5,1097,896,1993,2,1,4,1,8,1,0,3884841,252.0,825.0,0.0,0.0,1971.0,2.0,495.0
4,5,986,376,1362,2,0,4,1,7,0,0,3744000,0.0,951.0,0.0,0.0,1920.0,1.0,280.0
7,5,1112,438,1550,2,0,2,1,7,0,0,4026042,100.0,1092.0,1.0,0.0,2007.0,2.0,438.0
5,5,1696,0,1696,1,1,3,1,8,1,0,3849444,0.0,1140.0,0.0,0.0,1962.0,1.0,349.0
4,5,546,546,1092,1,1,3,1,5,0,0,3880900,0.0,546.0,0.0,0.0,1970.0,1.0,286.0
9,5,1752,0,1752,2,0,2,1,6,1,0,4020025,412.0,1752.0,1.0,0.0,2005.0,2.0,576.0
9,5,1102,1371,2473,2,1,4,1,11,1,0,4024036,184.0,1094.0,0.0,0.0,2006.0,3.0,675.0
9,5,1800,0,1800,2,0,2,1,7,0,0,4028049,0.0,1800.0,0.0,0.0,2007.0,2.0,702.0
7,5,1108,1089,2197,2,1,4,1,9,1,0,3974042,320.0,1080.0,1.0,0.0,1993.0,3.0,783.0
5,6,854,0,1382,1,1,2,1,7,0,0,3784950,0.0,720.0,0.0,0.0,1991.0,2.0,660.0
7,5,847,886,1733,2,1,3,1,7,1,0,4016016,0.0,847.0,0.0,0.0,2004.0,2.0,433.0
7,5,1402,0,1402,2,0,3,1,7,0,0,4032064,0.0,1402.0,0.0,0.0,2008.0,2.0,625.0
5,6,887,0,887,1,0,3,1,5,0,0,3936256,0.0,864.0,0.0,1.0,1984.0,1.0,288.0
5,5,1051,0,1051,1,0,3,1,6,0,0,3873024,0.0,1051.0,1.0,0.0,1968.0,2.0,504.0
6,8,755,755,1510,1,0,3,1,6,0,0,3744000,0.0,755.0,0.0,0.0,1920.0,1.0,216.0
5,5,1656,0,1656,2,0,4,2,8,0,0,3892729,564.0,1656.0,0.0,0.0,1973.0,2.0,506.0
6,5,958,0,958,2,0,2,1,5,1,0,3904576,0.0,1078.0,0.0,0.0,1977.0,2.0,440.0
8,5,3228,0,3228,3,0,4,1,10,1,0,3970056,0.0,3200.0,1.0,0.0,1992.0,2.0,546.0
5,7,1040,0,1040,1,1,3,1,5,0,0,3873024,0.0,1040.0,1.0,0.0,1991.0,2.0,686.0
5,6,661,589,1250,2,0,3,1,8,1,0,3825730,0.0,661.0,0.0,0.0,1985.0,2.0,552.0
6,7,1140,728,1868,3,1,3,1,7,1,0,3973952,74.0,585.0,0.0,0.0,1984.0,2.0,477.0
10,5,1632,1158,2790,2,1,4,1,10,1,0,4022030,468.0,1620.0,1.0,0.0,2005.0,4.0,1150.0
6,6,1445,689,2134,2,0,5,1,10,0,0,3820504,0.0,844.0,0.0,0.0,1930.0,2.0,441.0
5,8,948,980,1928,2,0,5,2,10,0,0,3822420,0.0,686.0,0.0,0.0,0.0,0.0,0.0
7,5,1022,1038,2060,2,1,3,1,8,1,0,3996001,298.0,992.0,1.0,0.0,1999.0,2.0,390.0
6,8,861,517,1378,1,0,3,1,6,0,0,3866130,0.0,901.0,0.0,0.0,1920.0,1.0,162.0
4,4,1622,0,1622,1,0,3,1,7,1,0,3872975,149.0,1249.0,1.0,0.0,1975.0,4.0,1356.0
8,5,955,925,1880,2,1,3,1,8,1,0,4028049,0.0,955.0,1.0,0.0,2007.0,3.0,880.0
8,5,1088,0,1088,1,1,2,1,5,0,0,3944196,0.0,1074.0,0.0,0.0,1987.0,2.0,461.0
5,5,1040,0,1040,1,0,3,1,6,0,0,3837681,0.0,1040.0,0.0,0.0,1959.0,1.0,286.0
6,7,900,602,1502,1,1,3,1,7,2,0,3838308,0.0,602.0,0.0,0.0,1923.0,1.0,180.0
6,3,483,504,987,1,1,2,1,5,0,0,3884841,604.0,483.0,0.0,0.0,1971.0,1.0,264.0
6,5,1095,0,1095,1,0,2,1,6,0,0,3833764,105.0,588.0,1.0,0.0,1958.0,1.0,264.0
7,5,970,739,1709,2,0,3,1,7,0,0,4016016,50.0,970.0,0.0,0.0,2004.0,2.0,380.0
6,5,844,887,1731,2,1,3,1,7,0,3000,3970056,0.0,836.0,1.0,0.0,1992.0,2.0,462.0
4,9,960,0,960,0,0,0,1,3,0,0,3931965,0.0,648.0,1.0,1.0,1965.0,1.0,364.0
6,6,811,741,1552,2,1,3,1,6,1,0,3900625,0.0,713.0,1.0,0.0,1975.0,2.0,434.0
8,5,1795,0,1795,2,0,2,1,7,1,0,4026042,428.0,1795.0,0.0,0.0,2007.0,3.0,895.0
5,5,624,650,1274,1,1,3,1,6,0,0,3964081,0.0,624.0,0.0,0.0,1993.0,2.0,576.0
6,6,848,348,1196,1,1,3,1,6,2,0,3783000,0.0,572.0,0.0,1.0,1973.0,2.0,576.0
4,9,704,0,704,1,0,2,1,4,0,0,3893946,0.0,560.0,0.0,1.0,1946.0,1.0,220.0
5,6,972,0,972,1,0,3,1,5,0,0,3822025,0.0,972.0,0.0,0.0,1955.0,1.0,305.0
6,5,912,546,1458,1,0,3,1,6,1,0,3798600,0.0,912.0,0.0,1.0,1948.0,1.0,330.0
6,7,1008,0,1008,1,0,2,1,5,0,0,3853369,332.0,1008.0,0.0,0.0,1963.0,2.0,430.0
9,5,1828,0,1828,2,0,3,1,9,1,0,4028049,452.0,1822.0,0.0,0.0,2007.0,3.0,774.0
3,2,1013,0,1526,1,0,2,1,6,0,0,3795530,0.0,1013.0,0.0,0.0,0.0,0.0,0.0
6,9,786,390,1176,1,0,2,1,4,0,0,3874000,0.0,698.0,0.0,0.0,1999.0,2.0,624.0
5,8,1057,0,1057,1,0,3,1,6,0,0,3908045,164.0,1057.0,0.0,1.0,1955.0,1.0,288.0
8,6,2113,0,2113,2,1,2,1,7,1,0,3980025,660.0,2109.0,1.0,0.0,1995.0,3.0,839.0
5,7,1387,0,1387,1,0,3,1,6,1,0,3884825,0.0,943.0,1.0,0.0,1974.0,1.0,300.0
9,5,1722,1036,2758,2,1,4,1,9,1,0,4022030,365.0,1704.0,0.0,0.0,2005.0,3.0,814.0
3,4,840,0,840,1,0,2,1,5,0,0,3744000,0.0,798.0,0.0,0.0,1938.0,1.0,250.0
5,5,848,672,1520,1,0,3,1,6,0,0,3864000,0.0,793.0,0.0,0.0,1968.0,1.0,281.0
8,5,1542,0,1542,2,0,3,1,6,1,0,4028049,164.0,1542.0,1.0,0.0,2007.0,3.0,852.0
5,4,910,475,1385,2,0,4,1,6,0,0,3810304,0.0,910.0,0.0,0.0,2000.0,2.0,720.0
5,5,936,0,936,1,0,3,1,6,1,0,3849444,0.0,896.0,1.0,0.0,1962.0,1.0,288.0
5,4,824,464,1288,1,0,4,1,6,0,0,3784950,0.0,824.0,0.0,0.0,1941.0,1.0,240.0
5,6,1128,0,1128,2,0,3,1,6,0,0,3853369,148.0,1120.0,1.0,0.0,1963.0,2.0,525.0
8,5,774,1194,1968,2,1,4,1,8,1,0,4038090,84.0,774.0,0.0,0.0,2009.0,3.0,680.0
6,5,1246,0,1246,1,0,3,1,6,2,0,3857296,0.0,1246.0,1.0,0.0,1964.0,2.0,441.0
7,6,960,780,1740,1,1,3,1,6,2,0,3848960,0.0,800.0,0.0,0.0,1940.0,1.0,240.0
5,6,925,0,925,1,0,2,1,5,0,0,3853369,0.0,925.0,1.0,0.0,1990.0,2.0,484.0
7,5,774,656,1430,2,1,3,1,8,1,0,4000000,0.0,384.0,0.0,0.0,2000.0,2.0,400.0
8,9,930,636,1566,2,0,3,1,7,0,0,3805700,0.0,930.0,0.0,0.0,1930.0,1.0,288.0
5,5,950,0,950,1,0,2,1,5,0,0,3814209,0.0,984.0,0.0,0.0,1953.0,2.0,400.0
5,6,1144,0,1144,1,0,3,1,6,1,0,3837681,128.0,1144.0,1.0,0.0,1959.0,1.0,796.0
5,5,1114,0,1114,1,0,3,1,5,0,0,3845521,0.0,1114.0,1.0,0.0,1961.0,2.0,451.0
7,6,2223,0,2223,2,0,3,1,8,2,0,3892729,1115.0,2223.0,1.0,0.0,1973.0,2.0,516.0
5,7,581,530,1111,1,0,3,1,6,0,0,3832320,0.0,530.0,0.0,0.0,1935.0,1.0,288.0
5,5,960,0,960,1,0,3,1,5,0,4500,3833764,0.0,960.0,0.0,0.0,2002.0,2.0,624.0
6,5,932,701,1633,2,1,3,1,7,1,0,3992004,0.0,932.0,0.0,0.0,1998.0,2.0,460.0
6,6,929,929,2229,1,0,5,1,8,0,0,3728400,0.0,755.0,0.0,0.0,0.0,0.0,0.0
6,7,984,0,984,1,0,2,1,4,0,0,3818116,0.0,936.0,1.0,0.0,1954.0,1.0,280.0
6,6,1686,0,1686,2,0,3,1,7,1,0,3920400,157.0,1686.0,1.0,0.0,1980.0,2.0,612.0
7,5,1614,0,1614,2,0,3,1,7,1,0,4020025,140.0,1614.0,0.0,0.0,2005.0,2.0,576.0
5,8,864,0,864,1,0,3,1,5,0,0,3888784,0.0,864.0,0.0,0.0,1977.0,1.0,297.0
7,5,1740,0,1740,2,0,4,1,8,0,0,4024036,206.0,1721.0,0.0,0.0,2006.0,3.0,874.0
5,6,1721,0,1721,2,1,3,1,7,1,0,3922224,0.0,1461.0,0.0,0.0,1968.0,2.0,440.0
6,5,1034,0,1034,1,0,3,1,6,0,0,3904576,335.0,1012.0,1.0,0.0,1976.0,3.0,888.0
6,5,1318,584,1902,2,0,4,2,8,0,0,3912484,0.0,0.0,0.0,0.0,1978.0,2.0,539.0
6,5,1097,0,1097,2,0,3,1,6,0,0,3938240,0.0,1040.0,0.0,0.0,1986.0,2.0,480.0
9,5,1117,1089,2206,2,1,4,1,10,1,0,4022030,525.0,1090.0,0.0,0.0,2005.0,3.0,670.0
6,5,1117,0,1117,1,0,3,1,6,1,0,3904576,0.0,1029.0,1.0,0.0,1976.0,2.0,672.0
4,6,1246,1044,2290,2,0,4,2,11,0,0,3675750,0.0,777.0,0.0,0.0,1971.0,2.0,560.0
6,5,483,465,948,1,1,2,1,5,0,0,3888784,504.0,483.0,0.0,0.0,1972.0,1.0,264.0
6,5,600,319,919,1,0,3,1,5,0,0,3783000,0.0,600.0,0.0,0.0,1940.0,1.0,231.0
6,6,1152,0,1152,1,1,3,1,7,0,0,3873024,41.0,912.0,1.0,0.0,1968.0,2.0,412.0
9,5,1627,707,2334,2,1,3,1,10,1,0,4038090,162.0,1590.0,0.0,0.0,2009.0,3.0,751.0
5,5,1264,0,1264,1,0,3,1,6,2,0,3841600,324.0,1268.0,1.0,0.0,1960.0,2.0,461.0
5,5,1224,0,1224,0,2,2,2,6,2,0,3916441,275.0,1086.0,2.0,0.0,1979.0,2.0,528.0
6,6,697,672,1369,2,0,3,1,6,0,0,3753750,0.0,672.0,1.0,0.0,1930.0,1.0,300.0
5,6,894,0,894,1,0,3,1,5,0,0,3904576,0.0,894.0,1.0,0.0,1976.0,1.0,308.0
6,5,769,804,1573,2,1,3,1,5,0,0,4000000,216.0,756.0,0.0,0.0,2000.0,2.0,440.0
8,5,1687,563,2250,2,1,3,1,7,1,0,4008004,232.0,1671.0,1.0,0.0,2002.0,3.0,756.0
6,5,819,695,1514,2,1,3,1,7,1,0,4000000,0.0,794.0,1.0,0.0,2000.0,2.0,394.0
6,5,672,546,1218,1,1,3,1,7,0,0,3884841,236.0,672.0,0.0,0.0,0.0,0.0,0.0
5,4,811,576,1387,2,0,3,2,7,0,0,3818116,0.0,811.0,0.0,0.0,1954.0,1.0,256.0
4,4,649,668,1317,1,0,3,1,6,0,0,3744000,0.0,649.0,0.0,0.0,1920.0,1.0,250.0
6,7,773,582,1355,1,1,3,1,7,0,0,3839484,0.0,684.0,0.0,0.0,0.0,0.0,0.0
4,7,952,0,952,1,0,3,1,5,0,0,3697200,0.0,756.0,0.0,0.0,1896.0,1.0,330.0
6,7,1113,0,1113,1,1,3,1,6,1,0,3904576,174.0,1143.0,1.0,0.0,1987.0,1.0,504.0
5,6,778,0,778,1,0,2,1,4,1,0,3792700,0.0,740.0,0.0,0.0,1966.0,1.0,924.0
6,7,944,545,1489,2,0,3,1,7,1,0,3783000,0.0,778.0,0.0,0.0,1940.0,1.0,240.0
9,5,1698,0,1698,2,0,3,1,8,1,0,4030056,340.0,1698.0,1.0,0.0,2007.0,3.0,768.0
7,8,1262,1005,2267,1,1,3,1,7,2,0,3835260,0.0,1005.0,1.0,0.0,1937.0,2.0,498.0
5,5,902,0,902,1,0,2,1,5,0,0,3932289,0.0,864.0,1.0,0.0,1983.0,2.0,484.0
6,5,738,757,1495,2,1,3,1,7,1,0,4024036,0.0,738.0,0.0,0.0,2006.0,2.0,440.0
5,5,1384,0,1384,2,0,3,1,7,0,0,3986012,0.0,1348.0,1.0,0.0,1996.0,2.0,404.0
6,7,851,585,1436,1,0,3,1,7,1,0,3745950,0.0,585.0,0.0,0.0,1992.0,1.0,228.0
6,5,952,684,1636,2,1,3,1,7,1,0,3994002,0.0,952.0,1.0,0.0,1998.0,2.0,440.0
6,5,1158,0,1158,1,1,3,1,5,0,0,4016016,0.0,1158.0,1.0,0.0,2006.0,2.0,576.0
8,5,1646,0,1646,2,0,3,1,6,1,0,4026042,274.0,1638.0,0.0,0.0,2007.0,3.0,870.0
5,7,981,787,1768,1,1,3,1,7,2,0,3777150,252.0,731.0,1.0,0.0,1939.0,1.0,240.0
6,7,1565,0,1565,2,0,3,1,7,2,460,3930000,0.0,1187.0,1.0,0.0,1965.0,1.0,299.0
7,7,880,888,1768,1,1,2,1,6,2,0,3770580,0.0,880.0,0.0,0.0,1914.0,2.0,320.0
5,6,1060,336,1396,2,0,4,2,8,0,0,3806401,0.0,660.0,0.0,0.0,0.0,0.0,0.0
6,5,1096,0,1096,1,0,3,1,6,1,0,3912484,39.0,1008.0,1.0,0.0,1978.0,2.0,484.0
7,5,1223,1089,2312,2,1,4,1,8,1,0,3996001,210.0,1177.0,1.0,0.0,1999.0,3.0,658.0
8,5,1337,0,1337,2,0,2,1,5,1,0,3972049,0.0,1337.0,1.0,0.0,1993.0,2.0,462.0
7,5,551,551,1102,2,1,2,1,4,0,0,4016016,0.0,551.0,0.0,0.0,2004.0,2.0,480.0
8,5,1128,903,2031,2,1,3,1,7,1,0,4008004,0.0,1128.0,1.0,0.0,2002.0,2.0,577.0
2,5,438,0,438,1,0,1,1,3,0,0,3744000,0.0,290.0,0.0,0.0,1930.0,1.0,246.0
5,5,1033,0,1033,1,0,3,1,6,0,0,3904576,222.0,456.0,0.0,1.0,1976.0,2.0,504.0
7,5,1129,1198,2327,2,1,4,1,9,1,0,4012009,0.0,1129.0,0.0,0.0,2003.0,2.0,596.0
7,5,1187,0,1187,2,0,3,1,6,0,0,3970056,52.0,1168.0,0.0,0.0,1992.0,2.0,420.0
6,6,816,524,1340,1,0,3,1,6,0,0,3792750,0.0,780.0,1.0,0.0,1945.0,1.0,440.0
4,5,1152,0,1152,2,0,2,2,6,0,0,3822025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,1567,0,1567,2,0,2,1,5,2,0,3947728,210.0,1562.0,1.0,0.0,1966.0,2.0,542.0
7,9,832,650,1482,1,0,3,1,7,0,0,3816960,0.0,650.0,0.0,1.0,1930.0,2.0,324.0
7,5,1689,0,1689,2,0,3,1,7,0,0,4026042,0.0,1689.0,0.0,0.0,2007.0,2.0,433.0
5,5,1424,0,1424,1,1,3,1,7,0,0,3918310,0.0,1100.0,1.0,0.0,1969.0,3.0,828.0
5,7,816,0,816,1,0,2,1,4,0,0,3932289,0.0,816.0,0.0,1.0,1983.0,1.0,264.0
7,8,1424,0,1424,2,0,2,1,7,1,0,3745950,174.0,1228.0,0.0,0.0,1921.0,1.0,312.0
7,9,725,754,1479,1,1,4,1,7,0,0,3951888,138.0,725.0,1.0,0.0,1972.0,2.0,484.0
5,5,1025,0,1025,1,0,3,1,6,0,0,3849444,0.0,1025.0,1.0,0.0,0.0,0.0,0.0
6,6,1442,0,1442,2,0,2,1,6,1,0,3880900,571.0,1442.0,0.0,0.0,1970.0,2.0,615.0
8,5,1454,482,1936,2,1,3,1,7,1,0,4000000,40.0,1406.0,0.0,0.0,2000.0,2.0,504.0
7,5,1070,869,1939,2,1,3,1,8,1,0,3992004,227.0,1054.0,0.0,1.0,1998.0,3.0,555.0
6,5,738,738,1476,2,1,3,1,7,0,0,4020025,0.0,738.0,1.0,0.0,2005.0,2.0,540.0
5,6,898,0,898,1,0,3,1,6,0,0,3873024,0.0,833.0,1.0,0.0,1968.0,1.0,326.0
8,5,1460,0,1460,2,0,3,1,6,1,0,4026042,0.0,1460.0,0.0,0.0,2006.0,2.0,480.0
6,5,1034,0,1034,1,0,3,1,5,1,0,3912484,23.0,456.0,0.0,1.0,1978.0,2.0,504.0
5,6,1174,0,1174,1,0,3,1,5,0,0,3912484,180.0,864.0,1.0,0.0,1978.0,2.0,528.0
7,5,530,550,1080,2,1,2,1,4,0,0,4012009,0.0,530.0,0.0,0.0,2003.0,2.0,496.0
6,6,780,596,1376,2,0,3,1,7,1,0,3777150,0.0,780.0,0.0,0.0,1937.0,1.0,198.0
5,6,840,727,1567,1,1,2,1,6,2,0,3783000,0.0,840.0,1.0,0.0,1961.0,2.0,440.0
5,9,751,783,1534,1,1,3,1,6,0,0,3788105,0.0,736.0,0.0,0.0,0.0,0.0,0.0
8,5,1616,0,1616,2,0,2,1,5,1,0,3982020,0.0,1595.0,1.0,0.0,1995.0,2.0,608.0
5,5,1058,493,1551,2,0,3,1,6,0,0,3779100,0.0,1058.0,1.0,0.0,1938.0,1.0,240.0
5,5,960,0,960,1,0,2,1,5,0,0,3822025,0.0,960.0,1.0,0.0,1955.0,1.0,330.0
7,5,1302,0,1302,2,0,3,1,6,0,0,4028049,0.0,1302.0,0.0,0.0,2007.0,2.0,436.0
5,5,816,0,816,1,0,2,1,4,0,0,3753750,0.0,816.0,0.0,0.0,1925.0,1.0,210.0
7,5,1502,0,1502,1,1,1,1,5,1,0,3992004,239.0,1502.0,1.0,0.0,1998.0,1.0,286.0
6,5,1133,0,1133,1,0,3,1,7,0,0,4032064,0.0,192.0,1.0,0.0,2008.0,1.0,308.0
