Id,Lot Area,Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Year Built Year Remod/Add
471,3182,7,5,1555,0,0,1555,2,0,2,1,7,1,143,20,0,0,0,0,0,4022030
1544,1950,6,6,716,840,0,1556,2,1,3,1,6,1,161,0,0,0,0,0,0,3920400
2141,7700,5,5,882,0,0,882,1,0,3,1,5,0,96,0,0,0,0,0,0,3888784
2008,8731,5,5,1167,0,0,1167,1,0,3,1,6,1,0,0,216,0,126,0,0,3744000
1075,8232,9,5,1800,0,0,1800,2,0,2,1,6,1,210,0,0,0,0,0,0,4030056
34,2280,6,6,855,601,0,1456,2,1,3,1,6,1,173,0,0,0,0,0,0,3900625
847,8935,7,5,831,829,0,1660,2,1,3,1,7,0,144,68,0,0,0,0,0,4008004
1629,9125,7,5,812,670,0,1482,2,1,3,1,7,1,100,25,0,0,0,0,0,3968064
2073,11075,6,5,1522,0,0,1522,2,0,3,1,7,1,0,77,0,0,168,0,0,3936256
960,13438,9,5,2036,0,0,2036,2,0,3,1,9,1,90,154,0,0,0,0,0,4032064
955,11070,5,5,1595,0,0,1595,2,0,2,1,5,0,0,0,0,0,0,0,0,3964081
2476,7800,7,5,891,795,0,1686,2,1,3,1,8,0,144,101,0,0,0,0,0,4020025
1590,7060,7,5,1344,0,0,1344,2,0,2,2,8,0,0,0,0,0,0,0,0,3990006
2913,11836,5,5,1652,0,0,1652,2,0,4,2,8,0,0,0,0,0,0,0,0,3880900
149,8382,4,5,832,505,0,1337,1,0,3,1,5,0,0,0,0,0,0,0,0,3825936
2525,10192,7,6,1222,698,0,1920,3,0,4,1,8,1,0,98,0,0,0,0,0,3920256
1470,4426,6,5,848,0,0,848,1,0,1,1,3,0,140,0,0,0,0,0,0,4016016
412,2280,7,5,1055,0,0,1055,2,0,2,1,4,1,0,27,0,0,0,0,0,3900625
1399,2887,6,5,1291,0,0,1291,1,0,2,1,6,1,307,0,0,0,0,0,0,3986012
183,8520,6,8,720,0,0,720,1,0,2,1,5,0,106,0,0,0,0,0,0,3861784
974,1596,4,5,526,462,0,988,1,0,2,1,5,0,120,101,0,0,0,0,0,3892729
930,15600,5,7,986,537,0,1523,2,0,3,1,7,1,0,0,81,0,0,0,0,3907745
881,9313,7,5,864,864,0,1728,2,1,3,1,7,0,187,56,0,0,0,0,0,4016016
1180,11064,8,5,1239,0,0,1239,1,1,1,1,4,1,172,24,0,0,0,0,0,3980025
1553,9000,5,5,1151,804,0,1955,2,0,4,1,7,0,0,0,0,0,0,0,0,3833764
928,12000,7,7,860,704,0,1564,1,1,3,1,7,1,0,0,0,0,0,0,0,3784950
1512,7692,4,6,1204,0,0,1204,1,0,3,1,6,0,0,0,0,0,0,0,0,3818116
3,14267,6,6,1329,0,0,1329,1,1,3,1,6,0,393,36,0,0,0,0,12500,3833764
2140,9675,5,6,879,0,0,879,1,0,3,1,5,0,0,80,0,0,0,0,0,3900625
553,8400,4,4,841,0,0,841,1,0,2,1,4,0,250,0,24,0,0,0,0,3802500
2594,7500,6,6,900,412,0,1312,1,1,3,1,6,0,0,28,0,0,0,0,0,3796650
1314,9600,6,5,1134,924,0,2058,1,1,3,1,8,1,0,0,259,0,0,0,0,3738150
366,5814,8,5,1360,0,0,1360,1,0,1,1,4,1,63,0,0,0,0,0,0,3936256
1462,14860,8,5,1786,0,0,1786,2,0,3,1,6,1,182,35,0,0,0,0,0,4010006
2541,14803,6,5,1097,896,0,1993,2,1,4,1,8,1,0,66,0,0,0,0,0,3884841
2088,7550,4,5,986,376,0,1362,2,0,4,1,7,0,0,0,0,0,0,0,0,3744000
527,8125,7,5,1112,438,0,1550,2,0,2,1,7,0,0,168,0,0,0,0,0,4026042
1824,13673,5,5,1696,0,0,1696,1,1,3,1,8,1,0,30,0,0,0,0,0,3849444
2918,1533,4,5,546,546,0,1092,1,1,3,1,5,0,0,0,0,0,0,0,0,3880900
49,7658,9,5,1752,0,0,1752,2,0,2,1,6,1,196,82,0,0,0,0,0,4020025
2332,12292,9,5,1102,1371,0,2473,2,1,4,1,11,1,246,39,0,0,0,0,0,4024036
826,11923,9,5,1800,0,0,1800,2,0,2,1,7,0,288,136,0,0,0,0,0,4028049
1108,10010,7,5,1108,1089,0,2197,2,1,4,1,9,1,385,99,0,0,0,0,0,3974042
2041,12358,5,6,854,0,528,1382,1,1,2,1,7,0,237,0,0,0,0,0,0,3784950
57,8577,7,5,847,886,0,1733,2,1,3,1,7,1,144,48,0,0,0,0,0,4016016
520,8640,7,5,1402,0,0,1402,2,0,3,1,7,0,205,126,0,0,0,0,0,4032064
2305,10447,5,6,887,0,0,887,1,0,3,1,5,0,140,0,0,0,0,0,0,3936256
2533,9600,5,5,1051,0,0,1051,1,0,3,1,6,0,0,0,0,0,0,0,0,3873024
2852,4899,6,8,755,755,0,1510,1,0,3,1,6,0,0,0,164,0,0,0,0,3744000
1198,9246,5,5,1656,0,0,1656,2,0,4,2,8,0,0,211,0,0,0,0,0,3892729
1681,4928,6,5,958,0,0,958,2,0,2,1,5,1,0,205,0,0,0,0,0,3904576
1773,12692,8,5,3228,0,0,3228,3,0,4,1,10,1,264,75,291,0,0,0,0,3970056
1825,7476,5,7,1040,0,0,1040,1,1,3,1,5,0,188,0,0,0,0,0,0,3873024
2208,5362,5,6,661,589,0,1250,2,0,3,1,8,1,242,0,81,0,0,0,0,3825730
1646,12090,6,7,1140,728,0,1868,3,1,3,1,7,1,268,112,0,0,147,0,0,3973952
1060,12539,10,5,1632,1158,0,2790,2,1,4,1,10,1,30,200,0,0,192,0,0,4022030
748,11888,6,6,1445,689,0,2134,2,0,5,1,10,0,0,60,268,0,0,0,0,3820504
2846,7082,5,8,948,980,0,1928,2,0,5,2,10,0,0,0,228,0,0,0,0,3822420
493,8755,7,5,1022,1038,0,2060,2,1,3,1,8,1,0,0,0,168,0,0,0,3996001
694,4080,6,8,861,517,0,1378,1,0,3,1,6,0,54,0,40,0,0,0,0,3866130
2283,32463,4,4,1622,0,0,1622,1,0,3,1,7,1,439,0,0,0,0,0,0,3872975
1800,12217,8,5,955,925,0,1880,2,1,3,1,8,1,168,127,0,0,0,0,0,4028049
1632,3696,8,5,1088,0,0,1088,1,1,2,1,5,0,0,74,137,0,0,0,0,3944196
2624,7560,5,5,1040,0,0,1040,1,0,3,1,6,0,140,0,252,0,0,0,0,3837681
2197,10592,6,7,900,602,0,1502,1,1,3,1,7,2,96,0,112,0,53,0,0,3838308
1045,1680,6,3,483,504,0,987,1,1,2,1,5,0,0,0,0,0,0,0,0,3884841
2549,10382,6,5,1095,0,0,1095,1,0,2,1,6,0,0,0,0,0,0,0,0,3833764
2829,2522,7,5,970,739,0,1709,2,0,3,1,7,0,0,40,0,0,0,0,0,4016016
2480,9370,6,5,844,887,0,1731,2,1,3,1,7,0,307,85,0,0,224,0,3000,3970056
2724,10246,4,9,960,0,0,960,0,0,0,1,3,0,88,0,0,0,0,0,0,3931965
2352,11475,6,6,811,741,0,1552,2,1,3,1,6,1,209,208,0,0,0,0,0,3900625
1783,9986,8,5,1795,0,0,1795,2,0,2,1,7,1,0,49,0,0,0,0,0,4026042
338,10475,5,5,624,650,0,1274,1,1,3,1,6,0,22,0,0,0,0,0,0,3964081
196,6000,6,6,848,348,0,1196,1,1,3,1,6,2,0,0,0,0,0,0,0,3783000
762,4280,4,9,704,0,0,704,1,0,2,1,4,0,0,0,24,0,0,0,0,3893946
151,10895,5,6,972,0,0,972,1,0,3,1,5,0,0,0,205,0,0,0,0,3822025
158,17503,6,5,912,546,0,1458,1,0,3,1,6,1,192,0,0,0,0,0,0,3798600
2572,9723,6,7,1008,0,0,1008,1,0,2,1,5,0,0,0,0,0,0,0,0,3853369
1686,11694,9,5,1828,0,0,1828,2,0,3,1,9,1,0,108,0,0,260,0,0,4028049
943,8470,3,2,1013,0,513,1526,1,0,2,1,6,0,0,0,156,0,0,0,0,3795530
735,6000,6,9,786,390,0,1176,1,0,2,1,4,0,210,0,0,0,0,0,0,3874000
2741,10519,5,8,1057,0,0,1057,1,0,3,1,6,0,0,0,0,0,0,0,0,3908045
1106,10437,8,6,2113,0,0,2113,2,1,2,1,7,1,236,46,0,0,0,0,0,3980025
2375,7514,5,7,1387,0,0,1387,1,0,3,1,6,1,0,0,240,0,0,0,0,3884825
1701,13654,9,5,1722,1036,0,2758,2,1,4,1,9,1,282,55,0,0,0,0,0,4022030
2657,5747,3,4,840,0,0,840,1,0,2,1,5,0,112,0,0,0,0,0,0,3744000
907,4500,5,5,848,672,0,1520,1,0,3,1,6,0,0,0,56,0,0,0,0,3864000
1777,11830,8,5,1542,0,0,1542,2,0,3,1,6,1,168,110,0,0,0,0,0,4028049
164,8520,5,4,910,475,0,1385,2,0,4,1,6,0,0,0,0,0,0,0,0,3810304
1973,6760,5,5,936,0,0,936,1,0,3,1,6,1,24,90,160,0,0,0,0,3849444
2857,6191,5,4,824,464,0,1288,1,0,4,1,6,0,0,0,0,0,0,0,0,3784950
1208,8700,5,6,1128,0,0,1128,2,0,3,1,6,0,192,20,123,0,0,0,0,3853369
319,12003,8,5,774,1194,0,1968,2,1,4,1,8,1,0,75,0,0,0,0,0,4038090
2567,12700,6,5,1246,0,0,1246,1,0,3,1,6,2,0,69,0,0,0,0,0,3857296
2222,13125,7,6,960,780,0,1740,1,1,3,1,6,2,0,0,0,0,0,0,0,3848960
2493,8638,5,6,925,0,0,925,1,0,2,1,5,0,203,74,0,0,0,0,0,3853369
1757,9967,7,5,774,656,0,1430,2,1,3,1,8,1,100,0,0,0,0,0,0,4000000
184,9600,8,9,930,636,0,1566,2,0,3,1,7,0,54,228,246,0,0,0,0,3805700
1248,12774,5,5,950,0,0,950,1,0,2,1,5,0,0,32,0,0,0,0,0,3814209
2574,8163,5,6,1144,0,0,1144,1,0,3,1,6,1,86,0,0,0,0,0,0,3837681
1215,9900,5,5,1114,0,0,1114,1,0,3,1,5,0,0,0,0,0,164,0,0,3845521
1614,13651,7,6,2223,0,0,2223,2,0,3,1,8,2,300,0,0,0,0,0,0,3892729
2039,7200,5,7,581,530,0,1111,1,0,3,1,6,0,0,0,144,0,0,0,0,3832320
2669,9750,5,5,960,0,0,960,1,0,3,1,5,0,0,0,0,0,0,0,4500,3833764
1005,11184,6,5,932,701,0,1633,2,1,3,1,7,1,0,39,0,0,0,0,0,3992004
753,5520,6,6,929,929,371,2229,1,0,5,1,8,0,0,198,30,0,0,0,0,3728400
1275,6390,6,7,984,0,0,984,1,0,2,1,4,0,0,0,0,0,0,0,0,3818116
2350,10240,6,6,1686,0,0,1686,2,0,3,1,7,1,384,131,0,0,0,0,0,3920400
2762,9316,7,5,1614,0,0,1614,2,0,3,1,7,1,100,45,0,0,0,0,0,4020025
2788,7200,5,8,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,3888784
2384,12228,7,5,1740,0,0,1740,2,0,4,1,8,0,0,43,0,0,0,0,0,4024036
2716,10335,5,6,1721,0,0,1721,2,1,3,1,7,1,0,96,180,0,0,0,0,3922224
313,12328,6,5,1034,0,0,1034,1,0,3,1,6,0,0,0,0,0,0,0,0,3904576
84,8930,6,5,1318,584,0,1902,2,0,4,2,8,0,0,0,0,0,0,0,0,3912484
81,9672,6,5,1097,0,0,1097,2,0,3,1,6,0,0,0,0,0,0,0,0,3938240
2389,13975,9,5,1117,1089,0,2206,2,1,4,1,10,1,148,95,0,0,0,0,0,4022030
280,7819,6,5,1117,0,0,1117,1,0,3,1,6,1,144,0,0,0,0,0,0,3904576
190,11340,4,6,1246,1044,0,2290,2,0,4,2,11,0,0,0,114,0,0,0,0,3675750
2371,1680,6,5,483,465,0,948,1,1,2,1,5,0,0,0,0,0,0,0,0,3888784
213,6001,6,5,600,319,0,919,1,0,3,1,5,0,0,0,45,0,0,0,0,3783000
1864,11700,6,6,1152,0,0,1152,1,1,3,1,7,0,0,126,0,0,0,0,0,3873024
37,12858,9,5,1627,707,0,2334,2,1,3,1,10,1,144,133,0,0,0,0,0,4038090
146,9300,5,5,1264,0,0,1264,1,0,3,1,6,2,0,0,0,0,143,0,0,3841600
809,7018,5,5,1224,0,0,1224,0,2,2,2,6,2,120,0,0,0,0,0,0,3916441
767,6629,6,6,697,672,0,1369,2,0,3,1,6,0,147,0,0,0,0,0,0,3753750
262,10650,5,6,894,0,0,894,1,0,3,1,5,0,365,0,0,0,0,0,0,3904576
101,2117,6,5,769,804,0,1573,2,1,3,1,5,0,0,32,0,0,0,0,0,4000000
48,13650,8,5,1687,563,0,2250,2,1,3,1,7,1,238,130,0,0,0,0,0,4008004
489,8433,6,5,819,695,0,1514,2,1,3,1,7,1,0,72,0,0,0,0,0,4000000
2369,1680,6,5,672,546,0,1218,1,1,3,1,7,0,201,0,0,0,0,0,0,3884841
707,6000,5,4,811,576,0,1387,2,0,3,2,7,0,0,0,0,0,0,0,0,3818116
1556,8500,4,4,649,668,0,1317,1,0,3,1,6,0,0,54,172,0,0,0,0,3744000
2034,6882,6,7,773,582,0,1355,1,1,3,1,7,0,136,0,115,0,0,0,0,3839484
308,8712,4,7,952,0,0,952,1,0,3,1,5,0,0,0,265,0,0,0,0,3697200
2176,7917,6,7,1113,0,0,1113,1,1,3,1,6,1,370,30,0,0,0,0,0,3904576
1549,6900,5,6,778,0,0,778,1,0,2,1,4,1,0,25,0,0,0,0,0,3792700
909,9900,6,7,944,545,0,1489,2,0,3,1,7,1,335,0,0,0,0,0,0,3783000
892,13286,9,5,1698,0,0,1698,2,0,3,1,8,1,327,64,0,0,0,0,0,4030056
2045,12888,7,8,1262,1005,0,2267,1,1,3,1,7,2,521,0,0,0,0,0,0,3835260
2927,8885,5,5,902,0,0,902,1,0,2,1,5,0,164,0,0,0,0,0,0,3932289
1732,8857,6,5,738,757,0,1495,2,1,3,1,7,1,100,30,0,0,0,0,0,4024036
998,14137,5,5,1384,0,0,1384,2,0,3,1,7,0,0,39,0,0,0,0,0,3986012
2203,6720,6,7,851,585,0,1436,1,0,3,1,7,1,184,0,0,0,0,0,0,3745950
356,7500,6,5,952,684,0,1636,2,1,3,1,7,1,0,84,0,0,0,0,0,3994002
2475,13072,6,5,1158,0,0,1158,1,1,3,1,5,0,0,50,0,0,0,0,0,4016016
2264,10656,8,5,1646,0,0,1646,2,0,3,1,6,1,192,80,0,0,0,0,0,4026042
2201,7200,5,7,981,787,0,1768,1,1,3,1,7,2,0,0,264,0,0,0,0,3777150
2545,8800,6,7,1565,0,0,1565,2,0,3,1,7,2,200,25,211,0,0,0,460,3930000
2660,10800,7,7,880,888,0,1768,1,1,2,1,6,2,0,341,0,0,0,0,0,3770580
2882,9000,5,6,1060,336,0,1396,2,0,4,2,8,0,0,0,0,0,0,0,0,3806401
1379,13014,6,5,1096,0,0,1096,1,0,3,1,6,1,168,0,0,0,0,0,0,3912484
491,15896,7,5,1223,1089,0,2312,2,1,4,1,8,1,298,0,0,0,0,0,0,3996001
1002,5395,8,5,1337,0,0,1337,2,0,2,1,5,1,96,0,70,168,0,0,0,3972049
1848,5105,7,5,551,551,0,1102,2,1,2,1,4,0,0,60,0,0,0,0,0,4016016
1455,9473,8,5,1128,903,0,2031,2,1,3,1,7,1,0,211,0,0,0,0,0,4008004
908,8400,2,5,438,0,0,438,1,0,1,1,3,0,0,0,0,0,0,0,0,3744000
1490,12102,5,5,1033,0,0,1033,1,0,3,1,6,0,224,0,0,0,0,0,0,3904576
1465,10905,7,5,1129,1198,0,2327,2,1,4,1,9,1,0,57,0,0,0,0,0,4012009
1627,9556,7,5,1187,0,0,1187,2,0,3,1,6,0,0,21,0,0,0,0,0,3970056
2849,6430,6,6,816,524,0,1340,1,0,3,1,6,0,0,0,0,0,0,0,0,3792750
1501,6040,4,5,1152,0,0,1152,2,0,2,2,6,0,0,0,0,0,0,0,0,3822025
626,14695,6,8,1567,0,0,1567,2,0,2,1,5,2,0,110,0,0,342,0,0,3947728
722,9000,7,9,832,650,0,1482,1,0,3,1,7,0,0,0,0,0,0,0,0,3816960
2260,8368,7,5,1689,0,0,1689,2,0,3,1,7,0,100,39,0,0,0,0,0,4026042
1639,41600,5,5,1424,0,0,1424,1,1,3,1,7,0,144,0,0,0,0,0,0,3918310
1603,6490,5,7,816,0,0,816,1,0,2,1,4,0,315,0,0,0,0,0,0,3932289
1520,7290,7,8,1424,0,0,1424,2,0,2,1,7,1,0,0,90,0,0,0,0,3745950
1665,7472,7,9,725,754,0,1479,1,1,4,1,7,0,0,32,0,0,0,0,0,3951888
2635,7000,5,5,1025,0,0,1025,1,0,3,1,6,0,96,80,0,0,0,0,0,3849444
581,11717,6,6,1442,0,0,1442,2,0,2,1,6,1,371,0,0,0,0,0,0,3880900
2435,11194,8,5,1454,482,0,1936,2,1,3,1,7,1,188,124,0,0,0,0,0,4000000
2799,11250,7,5,1070,869,0,1939,2,1,3,1,8,1,128,84,0,0,0,0,0,3992004
883,8633,6,5,738,738,0,1476,2,1,3,1,7,0,100,35,0,0,0,0,0,4020025
2537,8400,5,6,898,0,0,898,1,0,3,1,6,0,143,0,0,0,0,0,0,3873024
1120,10037,8,5,1460,0,0,1460,2,0,3,1,6,1,0,20,0,0,0,0,0,4026042
774,8014,6,5,1034,0,0,1034,1,0,3,1,5,1,0,0,0,0,0,0,0,3912484
1447,12250,5,6,1174,0,0,1174,1,0,3,1,5,0,211,0,280,0,0,0,0,3912484
104,2403,7,5,530,550,0,1080,2,1,2,1,4,0,0,50,0,0,0,0,0,4012009
2694,8600,6,6,780,596,0,1376,2,0,3,1,7,1,0,0,0,0,0,0,0,3777150
920,13680,5,6,840,727,0,1567,1,1,2,1,6,2,0,21,150,0,0,0,0,3783000
1951,10800,5,9,751,783,0,1534,1,1,3,1,6,0,0,112,0,0,0,0,0,3788105
9,5389,8,5,1616,0,0,1616,2,0,2,1,5,1,237,152,0,0,0,0,0,3982020
2848,10890,5,5,1058,493,0,1551,2,0,3,1,6,0,0,0,0,0,0,0,0,3779100
614,9768,5,5,960,0,0,960,1,0,2,1,5,0,0,70,0,0,0,0,0,3822025
1736,8993,7,5,1302,0,0,1302,2,0,3,1,6,0,0,22,0,0,0,0,0,4028049
2686,11672,5,5,816,0,0,816,1,0,2,1,4,0,168,0,112,0,0,0,0,3753750
2257,9763,7,5,1502,0,0,1502,1,1,1,1,5,1,0,0,0,0,0,0,0,3992004
1284,9836,6,5,1133,0,0,1133,1,0,3,1,7,0,0,175,0,0,0,0,0,4032064
1765,10557,9,5,1671,1407,0,3078,2,1,4,1,9,1,108,87,0,0,0,0,0,3992004
1811,8462,6,5,936,785,0,1721,2,1,3,1,7,0,300,87,0,0,0,0,0,3976036
2603,10818,4,4,981,779,0,1760,1,1,4,1,7,1,120,0,96,0,0,0,0,3724500
2220,7259,6,8,1436,884,0,2320,2,1,3,1,9,1,224,0,0,0,0,0,0,3893890
2273,11800,7,5,1146,1340,0,2486,3,1,5,1,10,1,143,32,0,0,0,0,0,4014012
163,7500,5,7,1246,0,0,1246,1,1,3,1,6,0,218,0,0,0,0,0,0,3906246
2116,159000,6,7,1444,700,0,2144,2,0,4,1,7,2,0,98,0,0,0,0,500,3927748
2734,6488,5,5,799,351,0,1150,1,0,3,1,6,2,264,0,0,0,0,0,0,3786900
426,14230,8,5,1600,0,0,1600,2,0,3,1,7,1,0,56,0,0,0,0,0,4028049
2216,7810,4,6,1230,525,0,1755,2,0,4,1,7,1,0,40,0,0,0,0,0,3865790
2900,14331,8,5,1800,0,0,1800,2,0,3,1,7,1,270,78,0,0,0,0,0,4008004
97,3182,7,5,600,600,0,1200,2,1,2,1,4,0,0,172,0,0,0,0,0,4018020
1680,1920,5,5,765,600,0,1365,1,1,2,1,6,0,240,36,0,0,0,0,0,3884841
1133,10110,6,5,835,861,0,1696,2,1,3,1,7,0,143,66,0,0,0,0,0,4012009
2761,10984,7,5,945,864,0,1809,2,1,3,1,8,0,144,54,0,0,0,0,0,4022030
1642,14082,8,5,2234,0,0,2234,1,1,1,1,7,1,390,80,0,0,0,0,0,4024036
1141,8480,6,5,886,794,0,1680,2,1,3,1,7,0,144,96,0,0,0,0,0,3974042
2118,12205,6,8,976,1111,0,2087,2,1,5,1,9,0,133,168,0,0,0,0,0,3945762
870,15750,8,5,1513,0,0,1513,2,0,2,1,5,1,135,34,0,0,0,0,0,3998000
1875,8050,5,6,1107,0,0,1107,1,0,3,1,5,0,88,64,0,0,0,0,0,3920231
155,7200,5,7,827,0,0,827,1,0,2,1,5,1,0,0,0,0,0,0,0,3923685
1318,6300,6,6,742,742,0,1484,2,0,3,1,9,1,0,291,134,0,0,0,0,3829914
1285,5232,5,5,764,0,0,764,1,0,2,1,4,0,0,0,0,0,0,0,0,3857700
2400,11846,9,5,1792,0,0,1792,2,0,2,1,6,1,206,49,0,0,0,0,0,4014012
1068,16900,8,5,1515,1134,0,2649,2,1,4,1,10,1,0,60,0,0,0,0,0,4006002
361,9636,6,5,808,785,0,1593,2,1,3,1,7,1,342,40,0,0,0,0,0,3970056
1493,10012,4,5,1181,0,0,1181,2,0,3,1,6,0,0,0,180,0,0,0,0,3888784
1110,14303,8,5,1987,0,0,1987,2,0,2,1,7,1,262,36,0,0,0,0,0,3976036
911,5707,6,6,647,595,0,1242,1,1,3,1,6,1,329,96,0,0,0,0,0,3773250
2535,9360,6,7,976,0,0,976,1,0,2,1,4,1,94,0,0,0,0,0,0,3943872
2030,5680,5,3,969,245,0,1214,1,0,2,1,6,0,0,0,77,0,0,0,0,3706950
2634,7000,5,6,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,3849444
1530,10480,6,5,1166,0,473,1639,1,0,3,1,6,0,0,0,0,0,0,0,0,3775200
435,11578,9,5,1736,0,0,1736,2,0,3,1,7,1,319,90,0,0,0,0,0,4032064
812,7018,5,5,1535,0,0,1535,2,0,4,2,8,0,0,0,0,0,0,0,0,3916441
1202,9130,6,8,800,832,0,1632,1,1,4,1,7,0,0,40,0,0,0,0,0,3932000
666,10800,3,5,725,0,0,725,1,1,1,1,4,0,0,30,0,0,0,0,0,3776220
1751,8244,7,5,840,880,0,1720,2,1,3,1,7,1,100,48,0,0,0,0,0,4016016
705,6000,4,4,936,0,0,936,1,0,2,1,4,0,0,32,112,0,0,0,0,3814209
1744,3621,8,5,1589,0,0,1589,2,0,2,1,7,1,143,20,0,0,0,0,0,4012009
357,7837,6,7,799,772,0,1571,2,1,3,1,7,1,0,40,0,0,0,0,0,3974042
2133,10665,7,5,1479,0,0,1479,2,0,3,1,7,0,144,29,0,0,0,0,0,4012009
989,10457,5,7,784,848,0,1632,1,1,4,1,7,1,0,173,368,0,0,0,0,3876961
562,8281,5,5,864,0,0,864,1,0,3,1,5,1,0,0,236,0,0,0,0,3861225
1054,14948,9,5,1476,1237,0,2713,2,1,3,1,11,1,126,66,0,0,0,0,0,4032064
2850,7000,7,8,743,736,0,1479,1,0,3,1,6,2,530,0,56,0,0,0,0,3846222
1082,3940,7,5,1576,0,0,1576,2,0,2,1,7,1,143,20,0,0,0,0,0,4016016
1440,9382,7,5,1479,0,0,1479,2,0,3,1,6,0,120,25,0,0,0,0,0,3998000
2006,6854,5,7,916,144,0,1060,1,0,1,1,6,1,0,65,0,0,150,0,0,3838450
2082,11515,4,5,943,0,0,943,1,0,3,1,5,0,0,0,60,0,0,0,0,3904252
2344,13837,7,5,1377,806,0,2183,2,1,4,1,9,0,0,0,0,0,0,0,0,3952144
248,9938,7,5,1062,887,0,1949,2,1,3,1,8,1,156,90,0,0,0,0,0,3974042
2276,12633,10,5,1824,0,0,1824,2,0,3,1,8,1,160,36,0,0,108,0,0,4026042
755,6876,6,5,1146,784,0,1930,2,0,4,1,8,0,0,0,213,0,0,0,0,3757650
1178,3951,10,5,1469,924,0,2393,2,1,2,1,7,1,0,90,0,0,94,0,0,3994002
2636,9856,5,8,1007,1007,0,2014,2,0,5,1,8,0,0,72,167,0,0,0,0,3809500
2077,17808,4,5,1242,0,0,1242,1,0,2,1,4,0,0,0,0,0,0,0,0,3794700
2930,9627,7,5,996,1004,0,2000,2,1,3,1,9,1,190,48,0,0,0,0,0,3974042
737,6000,6,6,825,587,0,1412,1,0,4,1,6,1,45,0,0,0,0,0,0,3781050
837,9757,5,7,990,0,0,990,1,0,3,1,5,0,66,0,0,0,92,0,0,3976036
2086,9280,5,6,1342,0,0,1342,1,0,4,1,7,0,0,0,0,0,0,0,0,3806401
2385,14780,9,5,1868,0,0,1868,2,0,2,1,7,1,354,56,0,0,156,0,0,4020025
189,7740,4,7,741,622,0,1363,1,0,3,1,6,0,0,0,0,0,168,0,0,3724500
635,9600,6,6,1632,0,0,1632,2,0,3,1,6,1,289,0,0,0,0,0,0,3892504
432,13478,10,5,1728,568,0,2296,2,1,3,1,10,1,382,274,0,0,0,0,0,4032064
900,10926,5,5,1678,0,0,1678,2,0,6,2,10,0,0,0,0,0,0,0,0,3837681
966,6853,8,5,1296,0,0,1296,2,0,2,1,6,0,192,25,0,0,0,0,0,4006002
1612,10667,6,6,1587,0,0,1587,2,0,3,1,7,1,0,44,0,0,0,0,0,3884841
904,8212,5,6,854,444,0,1298,1,0,3,1,6,2,84,0,0,0,0,0,0,3784950
2487,9100,5,5,1728,0,0,1728,2,0,6,2,10,0,0,0,0,0,0,0,0,3853369
1304,6000,5,6,928,0,0,928,1,0,3,1,5,0,0,0,0,0,0,0,0,3829849
2112,9316,7,5,879,916,0,1795,2,1,3,1,7,0,164,111,0,0,0,0,0,4022030
1244,9464,6,7,1080,0,0,1080,1,0,3,1,5,0,0,0,0,0,130,0,0,3833764
843,10400,7,5,866,913,0,1779,2,1,3,1,6,0,198,36,0,0,0,0,0,3992004
2689,5310,6,8,1001,634,0,1635,1,0,2,1,5,0,394,0,0,0,0,0,0,3825730
2753,7406,7,5,1220,0,0,1220,2,0,2,1,6,0,105,54,0,0,0,0,0,4024036
1169,4538,9,5,1310,0,0,1310,1,1,1,1,5,1,277,45,0,0,0,0,0,4004001
1376,10106,5,7,808,547,0,1355,2,0,4,2,6,0,140,0,0,0,0,0,0,3878060
2503,13346,7,5,1166,1129,0,2295,2,1,4,1,9,1,0,40,0,0,0,0,0,3984000
1987,9639,4,8,1156,642,0,1798,2,1,4,1,7,0,0,0,160,0,0,0,0,3705000
1190,15387,7,7,1620,0,0,1620,2,0,4,1,8,1,0,62,192,0,0,0,450,3869089
1930,10050,5,5,1216,0,0,1216,1,0,3,1,5,0,0,0,0,0,0,0,0,3822025
2677,6240,5,4,896,448,0,1344,1,0,3,1,7,0,200,114,0,0,0,0,0,3775200
1256,7506,5,8,747,412,0,1159,1,0,3,1,5,0,84,0,96,0,0,0,0,3753750
2484,8900,4,4,1056,0,0,1056,1,0,2,1,5,0,0,42,0,0,0,0,0,3865156
1253,8480,5,5,832,384,0,1216,1,0,2,1,6,0,158,0,102,0,0,0,0,3796650
1337,6000,6,7,950,208,0,1158,1,0,3,1,5,1,0,0,112,0,0,0,0,3761550
1788,8847,8,5,1538,0,0,1538,2,0,3,1,7,0,146,40,0,0,0,0,0,4020025
141,8050,5,5,1143,0,0,1143,1,0,3,1,6,0,0,0,0,0,0,0,0,3837681
1669,8294,4,5,872,0,0,872,1,0,3,1,5,0,0,0,0,0,0,0,0,3884841
1366,7920,6,7,1035,371,0,1406,1,0,3,1,6,0,0,144,0,0,0,0,0,3744000
52,18494,6,5,1324,0,0,1324,2,0,3,1,6,0,36,23,0,0,0,0,0,4020025
1380,7162,5,7,904,0,0,904,1,0,3,1,6,0,0,0,0,0,0,0,0,3865156
