Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath,Street,Lot Shape,Land Slope,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Central Air,Kitchen Qual,Functional,Fireplace Qu,Garage Qual,Garage Cond,Paved Drive,Pool QC,overall_qual_cond,exter_qual_cond,bsmt_qual_cond,mas_vnr_ext_qual_cond,bsmt_sf_qual_cond,garage_area_qual_cond,bsmt_exposure_qual,tot_fire_qu,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,Garage Finish_NA,Garage Finish_RFn,Garage Finish_Unf,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
7,5,866,913,1779,1,1,6,0,0,3992004,0.0,866.0,0.0,546.0,6,1,0,1,3,3,4,3,3,1,1,5,1,4,7,0,3,3,1.0,0,35,9,12,0.0,10392.0,4914.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,8,1001,634,1635,0,1,5,0,0,3825730,0.0,485.0,0.0,255.0,2,1,0,1,3,4,3,2,1,1,1,4,1,4,7,0,2,3,1.0,0,48,12,6,0.0,2910.0,1530.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1220,0,1220,0,1,6,0,0,4024036,84.0,1199.0,1.0,632.0,4,1,0,1,4,3,4,3,3,6,1,5,1,4,7,0,3,3,1.0,0,35,12,12,1008.0,14388.0,5688.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9,5,1310,0,1310,1,1,5,1,0,4004001,179.0,1310.0,1.0,545.0,1,1,1,1,4,3,5,3,3,6,1,5,1,4,7,3,3,3,1.0,0,45,12,15,2148.0,19650.0,4905.0,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,7,808,547,1355,0,2,6,0,0,3878060,0.0,644.0,1.0,0.0,8,1,0,1,3,4,3,3,1,5,3,4,1,3,7,0,0,0,1.0,0,35,12,9,0.0,5796.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7,5,1166,1129,2295,1,1,9,1,0,3984000,0.0,1095.0,1.0,590.0,8,1,1,1,4,3,4,3,1,6,1,5,1,4,7,3,3,3,1.0,0,35,12,12,0.0,13140.0,5310.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,8,1156,642,1798,1,1,7,0,0,3705000,0.0,1075.0,0.0,342.0,8,1,0,1,3,3,3,3,1,1,1,5,1,3,7,0,3,3,0.0,0,32,9,9,0.0,9675.0,3078.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,7,1620,0,1620,0,1,8,1,450,3869089,0.0,1620.0,0.0,578.0,8,1,1,1,3,3,3,3,1,5,4,5,1,4,7,4,3,3,1.0,0,49,9,9,0.0,14580.0,5202.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,5,1216,0,1216,0,1,5,0,0,3822025,0.0,1216.0,1.0,336.0,3,1,0,1,3,3,3,3,1,3,1,3,1,3,7,0,3,3,1.0,0,25,9,9,0.0,10944.0,3024.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,896,448,1344,0,1,7,0,0,3775200,0.0,896.0,0.0,240.0,3,1,0,1,3,3,4,3,1,1,1,4,1,3,7,0,2,3,1.0,0,20,9,12,0.0,10752.0,1440.0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,8,747,412,1159,0,1,5,0,0,3753750,0.0,747.0,0.0,288.0,3,1,0,1,3,4,3,3,1,1,1,3,1,3,7,0,2,3,0.0,0,40,12,9,0.0,6723.0,1728.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4,4,1056,0,1056,0,1,5,0,0,3865156,0.0,1056.0,1.0,384.0,2,1,0,1,3,3,3,3,1,3,1,3,1,3,7,0,3,3,1.0,0,16,9,9,0.0,9504.0,3456.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,832,384,1216,0,1,6,0,0,3796650,0.0,832.0,0.0,336.0,2,1,0,1,3,3,3,3,1,3,1,3,1,3,7,0,3,3,1.0,0,25,9,9,0.0,7488.0,3024.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,7,950,208,1158,0,1,5,1,0,3761550,0.0,862.0,0.0,208.0,3,1,0,1,3,3,3,3,1,1,1,3,1,3,7,4,3,3,1.0,0,42,9,9,0.0,7758.0,1872.0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,5,1538,0,1538,0,1,7,0,0,4020025,148.0,1538.0,1.0,484.0,6,1,0,1,4,3,4,3,3,6,1,5,1,4,7,0,3,3,1.0,0,40,12,12,1776.0,18456.0,4356.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,1143,0,1143,0,1,6,0,0,3837681,150.0,1143.0,1.0,308.0,3,1,1,1,3,3,3,3,1,4,3,3,1,3,7,0,3,3,1.0,0,25,9,9,1350.0,10287.0,2772.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,872,0,872,0,1,5,0,0,3884841,0.0,858.0,0.0,480.0,3,1,0,1,3,3,3,3,1,1,1,3,1,3,7,0,3,3,1.0,0,20,9,9,0.0,7722.0,4320.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,7,1035,371,1406,0,1,6,0,0,3744000,0.0,319.0,0.0,0.0,3,1,1,1,3,2,3,3,1,1,1,3,1,2,7,0,0,0,0.0,0,42,6,9,0.0,2871.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6,5,1324,0,1324,0,1,6,0,0,4020025,0.0,1324.0,0.0,430.0,6,1,1,1,4,3,4,3,1,1,1,5,1,4,7,0,3,3,1.0,0,30,12,12,0.0,15888.0,3870.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,7,904,0,904,0,1,6,0,0,3865156,41.0,876.0,0.0,408.0,3,1,1,1,3,3,3,3,1,1,1,3,1,3,7,0,3,3,1.0,0,35,9,9,369.0,7884.0,3672.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,9,1276,804,2080,1,1,9,2,0,3859704,0.0,1276.0,0.0,282.0,3,1,0,1,4,3,4,3,1,1,1,5,1,4,7,4,3,3,1.0,0,63,12,12,0.0,15312.0,2538.0,4,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,5,848,0,848,0,1,3,1,0,4016016,169.0,848.0,1.0,420.0,1,1,0,1,4,3,4,3,2,6,1,5,1,4,7,4,3,3,1.0,0,30,12,12,2028.0,10176.0,3780.0,8,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,1104,684,1788,0,1,8,2,0,3892473,0.0,1104.0,1.0,304.0,5,1,0,1,3,3,3,3,3,1,1,5,1,3,5,3,3,3,1.0,0,20,9,9,0.0,9936.0,2736.0,9,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,6,1344,0,1344,0,1,7,1,0,3833764,541.0,819.0,0.0,525.0,3,1,1,1,3,3,3,3,1,6,3,4,1,4,7,4,3,3,1.0,0,36,9,9,4869.0,7371.0,4725.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,3,1128,1128,2256,0,2,12,0,0,3724500,0.0,840.0,0.0,0.0,8,1,0,1,3,2,3,3,2,1,1,2,0,2,7,0,0,0,0.0,0,15,6,9,0.0,7560.0,0.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6,5,1164,896,2060,1,1,8,1,0,3954132,268.0,1151.0,0.0,521.0,8,1,1,1,4,3,4,3,1,6,1,3,1,3,7,3,3,3,1.0,0,30,12,12,3216.0,13812.0,4689.0,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,5,1337,0,1337,0,1,5,0,0,3994002,0.0,1405.0,1.0,511.0,4,1,0,1,4,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,30,12,12,0.0,16860.0,4599.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1165,0,1165,1,1,6,0,0,3865156,183.0,1127.0,1.0,490.0,3,1,0,1,3,3,3,3,4,3,5,3,1,3,7,0,4,4,1.0,0,42,9,9,1647.0,10143.0,7840.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,6,1320,0,1320,0,1,6,2,0,3865156,97.0,1164.0,1.0,564.0,3,1,1,1,3,3,3,3,3,2,5,5,1,3,7,2,3,3,1.0,0,30,9,9,873.0,10476.0,5076.0,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,5,1535,0,1535,0,1,7,0,0,4016016,168.0,1517.0,0.0,532.0,6,1,1,1,4,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,35,12,12,2016.0,18204.0,4788.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,6,1277,767,2044,1,1,7,1,0,3936240,280.0,738.0,0.0,489.0,6,1,0,1,3,3,4,3,2,1,1,3,1,3,6,3,3,3,1.0,0,42,9,12,2520.0,8856.0,4401.0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,7,624,512,1136,0,1,6,0,0,3761550,0.0,704.0,0.0,336.0,2,1,0,1,3,3,3,3,1,4,1,5,1,3,7,0,3,3,1.0,0,28,9,9,0.0,6336.0,3024.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,6,1299,0,1299,0,1,5,1,0,3916441,0.0,1001.0,1.0,486.0,4,1,1,1,3,3,4,3,3,6,1,3,1,4,7,1,3,3,1.0,0,36,9,12,0.0,12012.0,4374.0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,5,764,677,1441,1,1,5,0,0,3998000,456.0,776.0,0.0,492.0,4,1,0,1,4,3,4,3,1,1,1,5,1,4,7,0,3,3,1.0,0,40,12,12,5472.0,9312.0,4428.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,1630,0,1630,0,1,6,1,0,3814209,0.0,1073.0,0.0,649.0,6,1,1,1,3,3,3,3,1,3,1,3,1,3,4,3,3,3,0.5,0,25,9,9,0.0,9657.0,5841.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,7,832,809,1641,1,1,6,1,0,3830750,0.0,728.0,0.0,546.0,3,1,0,1,3,3,3,4,1,2,1,5,1,5,7,4,2,3,1.0,0,49,9,12,0.0,8736.0,3276.0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,928,701,1629,1,1,6,1,0,3990006,0.0,928.0,0.0,482.0,6,1,1,1,3,3,4,3,1,6,1,4,1,3,7,3,3,3,1.0,0,25,9,12,0.0,11136.0,4338.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,848,0,848,0,1,4,0,0,4014012,170.0,848.0,1.0,420.0,1,1,0,1,4,3,4,3,3,6,1,5,1,4,7,0,3,3,1.0,0,30,12,12,2040.0,10176.0,3780.0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,8,816,0,816,0,1,5,0,0,3873510,0.0,816.0,0.0,432.0,2,1,0,1,4,4,3,3,3,5,1,5,1,3,7,0,3,3,1.0,0,48,16,9,0.0,7344.0,3888.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,5,1097,0,1097,1,1,6,0,0,3978030,0.0,1097.0,0.0,672.0,3,1,0,1,3,3,4,3,1,1,1,5,1,3,7,0,3,3,1.0,0,25,9,12,0.0,13164.0,6048.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,5,1652,0,1652,0,1,6,0,0,4000000,0.0,1494.0,1.0,499.0,4,1,0,1,4,3,4,3,3,6,1,5,1,5,7,0,3,3,1.0,0,40,12,12,0.0,17928.0,4491.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,1768,0,1768,0,2,8,0,0,3873024,0.0,1768.0,0.0,0.0,8,1,0,1,3,3,3,3,1,1,1,3,0,3,7,0,0,0,1.0,0,20,9,9,0.0,15912.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
