Id,PID,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold
617,534475185,20,12160,6,4,1953,1953,1505,0,0,1505,1,0,2,1,6,1,0,0,0,162,0,0,0,2,2009
2209,909256120,30,6305,5,7,1938,1950,954,0,0,954,1,0,2,1,5,1,0,0,0,0,0,0,0,6,2007
2814,907418020,60,8846,6,5,2005,2006,750,750,0,1500,2,1,3,1,6,0,0,35,0,0,0,0,0,8,2006
2542,534275010,20,10659,5,6,1961,1961,1050,0,0,1050,1,0,3,1,6,0,0,319,0,0,0,0,0,1,2006
2323,527146135,160,13108,8,5,1994,1994,2079,608,0,2687,2,1,4,1,9,0,168,12,0,0,0,0,0,12,2006
1393,905202230,20,13500,6,7,1960,1975,1252,0,0,1252,1,0,1,1,4,1,409,0,0,0,0,0,0,3,2008
490,528290190,80,7750,7,5,1999,2000,774,656,0,1430,2,1,3,1,7,1,0,0,0,0,0,0,0,3,2009
542,531375130,20,12450,5,5,2003,2004,1114,0,0,1114,2,0,3,1,6,0,0,42,0,0,0,0,0,6,2009
973,923203190,120,4500,6,5,1999,1999,1224,0,0,1224,2,0,2,1,5,0,0,304,0,0,0,0,0,6,2009
1012,527212050,60,11198,9,5,2005,2007,1134,1370,0,2504,2,1,4,1,11,1,144,39,0,0,0,0,0,6,2008
2218,909281020,190,6221,5,5,1941,1950,760,595,0,1355,2,0,3,1,5,0,0,0,0,0,144,0,0,10,2007
2033,903453080,80,13200,6,6,1963,1963,1497,797,0,2294,3,0,5,1,9,1,0,110,0,0,0,0,0,4,2007
1071,528180140,120,8769,9,5,2008,2008,1702,0,0,1702,1,1,1,1,7,1,0,72,0,0,224,0,0,10,2008
1583,916403230,80,10200,6,5,1988,1989,1509,0,0,1509,2,0,3,1,5,1,224,0,0,0,0,0,0,8,2008
2858,909275230,70,9550,7,5,1915,1970,961,756,0,1717,1,0,3,1,7,1,0,35,272,0,0,0,0,2,2006
2265,916403040,20,10331,7,7,1985,1985,1240,0,0,1240,2,0,3,1,6,0,232,0,0,0,0,0,0,7,2007
1088,528235180,80,9587,7,5,2005,2005,1166,0,0,1166,2,0,2,1,5,0,212,0,0,0,0,0,0,7,2008
698,902105060,70,9900,5,8,1910,2002,764,700,0,1464,2,0,3,1,7,0,0,0,176,0,0,0,0,3,2009
1896,534425015,20,22002,6,7,1959,1991,1652,0,0,1652,1,1,3,1,6,1,0,0,0,0,201,0,0,7,2007
628,535126010,60,13000,6,6,1968,1968,1182,960,0,2142,2,1,4,1,8,1,0,72,0,0,252,0,0,6,2009
1212,534403050,20,8250,6,7,1964,1964,1092,0,0,1092,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2008
2864,909280070,50,8170,7,7,1929,1950,1122,549,0,1671,2,0,4,1,7,1,0,0,0,0,0,0,0,2,2006
2740,905451050,20,12048,5,6,1952,2002,1488,0,0,1488,1,0,3,1,7,1,0,189,36,0,348,0,0,4,2006
2560,534475160,20,10858,5,6,1952,1952,1624,0,0,1624,1,0,2,1,6,1,0,40,324,0,0,0,0,7,2006
1716,528174010,120,7577,6,5,2005,2006,1362,0,0,1362,2,0,2,1,6,1,192,28,0,0,0,0,0,6,2007
1130,528488140,20,7500,7,5,2007,2008,1218,0,0,1218,2,0,2,1,6,0,168,168,0,0,0,0,0,4,2008
201,903234050,30,6120,6,5,1923,1950,1068,0,0,1068,1,0,2,1,5,1,0,0,128,0,0,0,0,3,2010
2886,913350030,20,23580,6,6,1979,1979,1625,0,0,1625,2,0,3,1,6,1,136,28,0,0,0,0,0,9,2006
2328,527190050,160,5306,7,7,1987,1987,1064,703,0,1767,2,0,2,1,5,1,441,35,0,0,0,0,0,6,2006
2583,535301150,20,8092,6,8,1954,2000,1050,0,0,1050,1,0,3,1,6,0,0,0,0,0,0,0,0,6,2006
1206,534277060,20,8593,4,6,1957,1957,907,0,0,907,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2008
2242,910206010,50,11067,2,4,1939,1950,640,0,205,845,1,0,1,1,4,0,48,0,0,0,0,0,0,3,2007
1105,528363020,60,11929,8,7,1995,1995,1251,1250,0,2501,2,1,4,1,9,1,192,87,0,0,0,0,0,6,2008
121,534401110,20,9900,5,5,1966,1966,1209,0,0,1209,1,0,3,1,6,0,0,0,120,0,0,0,0,4,2010
1223,534453140,70,4882,4,7,1937,1950,453,453,0,906,1,0,2,1,5,0,0,0,0,0,0,0,0,9,2008
265,907252120,20,11423,8,5,2001,2002,1601,0,0,1601,2,0,3,1,6,1,180,0,0,0,0,0,2000,5,2010
2813,907414040,20,8772,7,5,2005,2006,1336,0,0,1336,2,0,3,1,6,0,136,43,0,0,0,0,0,9,2006
1294,902109120,50,7628,4,6,1940,1985,1095,561,0,1656,2,0,2,1,8,0,187,0,0,0,0,0,0,5,2008
2745,905477010,20,8335,5,5,1954,1954,1124,0,0,1124,1,0,3,1,5,1,0,36,190,0,0,0,0,4,2006
1094,528280180,60,8220,7,5,2000,2001,1008,884,0,1892,2,1,3,1,8,1,108,0,0,0,0,0,0,7,2008
651,535353140,190,10615,3,5,1900,1970,1014,685,0,1699,2,0,3,2,7,0,0,74,0,0,0,0,0,8,2009
198,903228150,50,6000,6,7,1948,1950,780,636,0,1416,1,1,3,1,6,0,221,0,48,0,0,0,0,3,2010
131,534451150,30,5350,3,2,1940,1966,1306,0,0,1306,1,0,3,1,6,0,263,0,0,0,0,0,450,5,2010
1258,535380110,30,5400,4,7,1940,2005,672,0,0,672,1,0,2,1,4,0,88,108,0,0,0,0,0,7,2008
1599,923227030,20,17979,5,6,1968,1968,1160,0,0,1160,1,0,3,1,6,0,81,0,0,0,0,0,500,2,2008
1508,908250090,20,9520,4,5,1953,1953,930,0,0,930,1,0,2,1,5,0,134,0,0,0,0,0,3000,5,2008
615,534450150,30,5330,4,7,1940,1950,708,0,0,708,1,0,2,1,5,0,164,0,0,0,0,0,0,12,2009
1815,531451030,120,8012,6,5,1992,1992,1575,0,0,1575,2,0,2,1,5,0,0,0,52,0,0,0,0,7,2007
2712,905105010,20,9000,5,6,1966,1966,1059,0,0,1059,1,0,3,1,6,0,0,88,0,0,0,0,0,6,2006
2051,905101070,20,14299,4,3,1964,1964,1005,0,0,1005,1,0,3,1,5,0,0,0,0,0,0,0,0,7,2007
1863,534104090,60,7050,7,5,2001,2001,1057,872,0,1929,2,1,3,1,7,1,0,235,0,0,0,0,0,5,2007
2510,533212130,160,3180,7,5,2005,2005,520,600,80,1200,2,1,2,1,4,0,0,166,0,0,0,0,0,4,2006
1069,528178090,60,16451,8,5,2003,2003,1804,886,0,2690,2,1,4,1,9,1,268,58,0,0,0,0,0,7,2008
336,923276030,20,12887,5,7,1984,1984,833,0,0,833,1,0,2,1,5,0,431,0,0,0,0,0,0,4,2010
2417,528221100,60,15578,6,5,2006,2006,728,728,0,1456,2,1,3,1,8,0,0,0,0,0,0,0,0,5,2006
1962,535451110,20,7200,5,8,1950,2002,864,0,0,864,1,0,3,1,5,0,194,0,0,0,0,0,0,7,2007
372,527302175,20,17043,6,5,1979,1998,1586,0,0,1586,2,0,3,1,7,1,192,0,0,0,0,0,0,1,2009
2578,535178100,80,10000,5,6,1956,1956,1370,0,0,1370,1,0,3,1,6,1,191,0,0,0,120,0,0,2,2006
2824,908130020,20,8050,6,5,2002,2002,914,0,0,914,1,0,2,1,4,0,32,0,0,0,0,0,0,4,2006
471,528228435,120,3182,7,5,2005,2006,1555,0,0,1555,2,0,2,1,7,1,143,20,0,0,0,0,0,5,2009
1544,909451150,160,1950,6,6,1980,1980,716,840,0,1556,2,1,3,1,6,1,161,0,0,0,0,0,0,7,2008
2141,907203060,20,7700,5,5,1972,1972,882,0,0,882,1,0,3,1,5,0,96,0,0,0,0,0,0,3,2007
2008,903205085,30,8731,5,5,1920,1950,1167,0,0,1167,1,0,3,1,6,1,0,0,216,0,126,0,0,5,2007
1075,528186130,120,8232,9,5,2007,2008,1800,0,0,1800,2,0,2,1,6,1,210,0,0,0,0,0,0,6,2008
34,527453130,160,2280,6,6,1975,1975,855,601,0,1456,2,1,3,1,6,1,173,0,0,0,0,0,0,6,2010
847,907192030,60,8935,7,5,2002,2002,831,829,0,1660,2,1,3,1,7,0,144,68,0,0,0,0,0,7,2009
1629,527165100,80,9125,7,5,1992,1992,812,670,0,1482,2,1,3,1,7,1,100,25,0,0,0,0,0,7,2007
2073,905352010,20,11075,6,5,1984,1984,1522,0,0,1522,2,0,3,1,7,1,0,77,0,0,168,0,0,2,2007
960,916382100,20,13438,9,5,2008,2008,2036,0,0,2036,2,0,3,1,9,1,90,154,0,0,0,0,0,7,2009
955,914476430,20,11070,5,5,1991,1991,1595,0,0,1595,2,0,2,1,5,0,0,0,0,0,0,0,0,4,2009
2476,531376030,60,7800,7,5,2005,2005,891,795,0,1686,2,1,3,1,8,0,144,101,0,0,0,0,0,4,2006
1590,923202015,90,7060,7,5,1997,1998,1344,0,0,1344,2,0,2,2,8,0,0,0,0,0,0,0,0,11,2008
2913,923226150,90,11836,5,5,1970,1970,1652,0,0,1652,2,0,4,2,8,0,0,0,0,0,0,0,0,3,2006
149,535180130,50,8382,4,5,1956,1956,832,505,0,1337,1,0,3,1,5,0,0,0,0,0,0,0,0,2,2010
2525,534126060,80,10192,7,6,1968,1992,1222,698,0,1920,3,0,4,1,8,1,0,98,0,0,0,0,0,9,2006
1470,907290250,120,4426,6,5,2004,2004,848,0,0,848,1,0,1,1,3,0,140,0,0,0,0,0,0,2,2008
412,527453140,120,2280,7,5,1975,1975,1055,0,0,1055,2,0,2,1,4,1,0,27,0,0,0,0,0,8,2009
1399,905351089,120,2887,6,5,1996,1997,1291,0,0,1291,1,0,2,1,6,1,307,0,0,0,0,0,0,11,2008
183,902207140,30,8520,6,8,1928,2003,720,0,0,720,1,0,2,1,5,0,106,0,0,0,0,0,0,5,2010
974,923225360,180,1596,4,5,1973,1973,526,462,0,988,1,0,2,1,5,0,120,101,0,0,0,0,0,11,2009
930,909426090,50,15600,5,7,1949,2005,986,537,0,1523,2,0,3,1,7,1,0,0,81,0,0,0,0,10,2009
881,907412020,60,9313,7,5,2004,2004,864,864,0,1728,2,1,3,1,7,0,187,56,0,0,0,0,0,4,2009
1180,533250110,120,11064,8,5,1995,1995,1239,0,0,1239,1,1,1,1,4,1,172,24,0,0,0,0,0,8,2008
1553,910226040,50,9000,5,5,1958,1958,1151,804,0,1955,2,0,4,1,7,0,0,0,0,0,0,0,0,1,2008
928,909425060,70,12000,7,7,1941,1950,860,704,0,1564,1,1,3,1,7,1,0,0,0,0,0,0,0,7,2009
1512,908276140,80,7692,4,6,1954,1954,1204,0,0,1204,1,0,3,1,6,0,0,0,0,0,0,0,0,11,2008
3,526351010,20,14267,6,6,1958,1958,1329,0,0,1329,1,1,3,1,6,0,393,36,0,0,0,0,12500,6,2010
2140,907202220,20,9675,5,6,1975,1975,879,0,0,879,1,0,3,1,5,0,0,80,0,0,0,0,0,9,2007
553,531477020,20,8400,4,4,1950,1950,841,0,0,841,1,0,2,1,4,0,250,0,24,0,0,0,0,9,2009
2594,535354130,50,7500,6,6,1947,1950,900,412,0,1312,1,1,3,1,6,0,0,28,0,0,0,0,0,10,2006
1314,902305080,75,9600,6,5,1917,1950,1134,924,0,2058,1,1,3,1,8,1,0,0,259,0,0,0,0,4,2008
366,527182110,120,5814,8,5,1984,1984,1360,0,0,1360,1,0,1,1,4,1,63,0,0,0,0,0,0,8,2009
1462,907255060,20,14860,8,5,2002,2003,1786,0,0,1786,2,0,3,1,6,1,182,35,0,0,0,0,0,6,2008
2541,534250300,60,14803,6,5,1971,1971,1097,896,0,1993,2,1,4,1,8,1,0,66,0,0,0,0,0,6,2006
2088,905480090,50,7550,4,5,1920,1950,986,376,0,1362,2,0,4,1,7,0,0,0,0,0,0,0,0,3,2007
527,528480130,60,8125,7,5,2006,2007,1112,438,0,1550,2,0,2,1,7,0,0,168,0,0,0,0,0,10,2009
1824,532376090,20,13673,5,5,1962,1962,1696,0,0,1696,1,1,3,1,8,1,0,30,0,0,0,0,0,3,2007
2918,923228180,160,1533,4,5,1970,1970,546,546,0,1092,1,1,3,1,5,0,0,0,0,0,0,0,0,12,2006
49,528180070,120,7658,9,5,2005,2005,1752,0,0,1752,2,0,2,1,6,1,196,82,0,0,0,0,0,2,2010
2332,527210050,60,12292,9,5,2006,2006,1102,1371,0,2473,2,1,4,1,11,1,246,39,0,0,0,0,0,7,2006
826,906380100,20,11923,9,5,2007,2007,1800,0,0,1800,2,0,2,1,7,0,288,136,0,0,0,0,0,5,2009
1108,528365080,60,10010,7,5,1993,1994,1108,1089,0,2197,2,1,4,1,9,1,385,99,0,0,0,0,0,7,2008
2041,903475040,50,12358,5,6,1941,1950,854,0,528,1382,1,1,2,1,7,0,237,0,0,0,0,0,0,5,2007
57,528240130,60,8577,7,5,2004,2004,847,886,0,1733,2,1,3,1,7,1,144,48,0,0,0,0,0,4,2010
520,528458060,20,8640,7,5,2008,2008,1402,0,0,1402,2,0,3,1,7,0,205,126,0,0,0,0,0,5,2009
2305,923425030,20,10447,5,6,1984,1984,887,0,0,887,1,0,3,1,5,0,140,0,0,0,0,0,0,12,2007
2533,534201230,20,9600,5,5,1968,1968,1051,0,0,1051,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2006
2852,909250200,70,4899,6,8,1920,1950,755,755,0,1510,1,0,3,1,6,0,0,0,164,0,0,0,0,6,2006
1198,534250010,90,9246,5,5,1973,1973,1656,0,0,1656,2,0,4,2,8,0,0,211,0,0,0,0,0,11,2008
1681,527452100,120,4928,6,5,1976,1976,958,0,0,958,2,0,2,1,5,1,0,205,0,0,0,0,0,2,2007
1773,528366050,20,12692,8,5,1992,1993,3228,0,0,3228,3,0,4,1,10,1,264,75,291,0,0,0,0,5,2007
1825,532377050,20,7476,5,7,1968,1968,1040,0,0,1040,1,1,3,1,5,0,188,0,0,0,0,0,0,6,2007
2208,909254150,50,5362,5,6,1910,2003,661,589,0,1250,2,0,3,1,8,1,242,0,81,0,0,0,0,11,2007
1646,527302020,80,12090,6,7,1984,2003,1140,728,0,1868,3,1,3,1,7,1,268,112,0,0,147,0,0,1,2007
1060,528118090,60,12539,10,5,2005,2006,1632,1158,0,2790,2,1,4,1,10,1,30,200,0,0,192,0,0,6,2008
748,903400220,75,11888,6,6,1916,1994,1445,689,0,2134,2,0,5,1,10,0,0,60,268,0,0,0,0,7,2009
2846,909131125,190,7082,5,8,1916,1995,948,980,0,1928,2,0,5,2,10,0,0,0,228,0,0,0,0,7,2006
493,528292070,60,8755,7,5,1999,1999,1022,1038,0,2060,2,1,3,1,8,1,0,0,0,168,0,0,0,6,2009
694,902103100,50,4080,6,8,1935,1998,861,517,0,1378,1,0,3,1,6,0,54,0,40,0,0,0,0,6,2009
2283,923205025,190,32463,4,4,1961,1975,1622,0,0,1622,1,0,3,1,7,1,439,0,0,0,0,0,0,3,2007
1800,528458150,60,12217,8,5,2007,2007,955,925,0,1880,2,1,3,1,8,1,168,127,0,0,0,0,0,12,2007
1632,527182040,120,3696,8,5,1986,1986,1088,0,0,1088,1,1,2,1,5,0,0,74,137,0,0,0,0,10,2007
2624,535453160,20,7560,5,5,1959,1959,1040,0,0,1040,1,0,3,1,6,0,140,0,252,0,0,0,0,7,2006
2197,909250150,70,10592,6,7,1923,1996,900,602,0,1502,1,1,3,1,7,2,96,0,112,0,53,0,0,8,2007
1045,527451400,160,1680,6,3,1971,1971,483,504,0,987,1,1,2,1,5,0,0,0,0,0,0,0,0,8,2008
2549,534427090,190,10382,6,5,1958,1958,1095,0,0,1095,1,0,2,1,6,0,0,0,0,0,0,0,0,3,2006
2829,908188110,160,2522,7,5,2004,2004,970,739,0,1709,2,0,3,1,7,0,0,40,0,0,0,0,0,5,2006
2480,531451290,60,9370,6,5,1992,1993,844,887,0,1731,2,1,3,1,7,0,307,85,0,0,224,0,3000,10,2006
2724,905200490,80,10246,4,9,1965,2001,960,0,0,960,0,0,0,1,3,0,88,0,0,0,0,0,0,5,2006
2352,527356060,60,11475,6,6,1975,1975,811,741,0,1552,2,1,3,1,6,1,209,208,0,0,0,0,0,2,2006
1783,528431110,20,9986,8,5,2006,2007,1795,0,0,1795,2,0,2,1,7,1,0,49,0,0,0,0,0,2,2007
338,923426070,60,10475,5,5,1991,1991,624,650,0,1274,1,1,3,1,6,0,22,0,0,0,0,0,0,3,2010
196,903227020,50,6000,6,6,1940,1950,848,348,0,1196,1,1,3,1,6,2,0,0,0,0,0,0,0,3,2010
762,904100190,20,4280,4,9,1946,2001,704,0,0,704,1,0,2,1,4,0,0,0,24,0,0,0,0,9,2009
151,535302200,20,10895,5,6,1955,1955,972,0,0,972,1,0,3,1,5,0,0,0,205,0,0,0,0,6,2010
158,535353190,50,17503,6,5,1948,1950,912,546,0,1458,1,0,3,1,6,1,192,0,0,0,0,0,0,1,2010
2572,535151080,20,9723,6,7,1963,1963,1008,0,0,1008,1,0,2,1,5,0,0,0,0,0,0,0,0,10,2006
1686,528102090,20,11694,9,5,2007,2007,1828,0,0,1828,2,0,3,1,9,1,0,108,0,0,260,0,0,7,2007
943,911103050,50,8470,3,2,1915,1982,1013,0,513,1526,1,0,2,1,6,0,0,0,156,0,0,0,0,10,2009
735,903226170,50,6000,6,9,1937,2000,786,390,0,1176,1,0,2,1,4,0,210,0,0,0,0,0,0,7,2009
2741,905451410,20,10519,5,8,1955,1999,1057,0,0,1057,1,0,3,1,6,0,0,0,0,0,0,0,0,3,2006
1106,528363110,20,10437,8,6,1995,1995,2113,0,0,2113,2,1,2,1,7,1,236,46,0,0,0,0,0,8,2008
2375,527452290,20,7514,5,7,1967,1975,1387,0,0,1387,1,0,3,1,6,1,0,0,240,0,0,0,0,9,2006
1701,528118040,60,13654,9,5,2005,2006,1722,1036,0,2758,2,1,4,1,9,1,282,55,0,0,0,0,0,5,2007
2657,902207110,30,5747,3,4,1920,1950,840,0,0,840,1,0,2,1,5,0,112,0,0,0,0,0,0,6,2006
907,909129100,50,4500,5,5,1932,2000,848,672,0,1520,1,0,3,1,6,0,0,0,56,0,0,0,0,7,2009
1777,528427100,20,11830,8,5,2007,2007,1542,0,0,1542,2,0,3,1,6,1,168,110,0,0,0,0,0,7,2007
164,535454070,50,8520,5,4,1952,1952,910,475,0,1385,2,0,4,1,6,0,0,0,0,0,0,0,0,6,2010
1973,535478040,85,6760,5,5,1962,1962,936,0,0,936,1,0,3,1,6,1,24,90,160,0,0,0,0,10,2007
2857,909256020,50,6191,5,4,1941,1950,824,464,0,1288,1,0,4,1,6,0,0,0,0,0,0,0,0,11,2006
1208,534400030,20,8700,5,6,1963,1963,1128,0,0,1128,2,0,3,1,6,0,192,20,123,0,0,0,0,12,2008
319,916386090,60,12003,8,5,2009,2010,774,1194,0,1968,2,1,4,1,8,1,0,75,0,0,0,0,0,5,2010
2567,535103070,80,12700,6,5,1964,1964,1246,0,0,1246,1,0,3,1,6,2,0,69,0,0,0,0,0,11,2006
2222,909425270,70,13125,7,6,1940,1984,960,780,0,1740,1,1,3,1,6,2,0,0,0,0,0,0,0,7,2007
2493,532376250,20,8638,5,6,1963,1963,925,0,0,925,1,0,2,1,5,0,203,74,0,0,0,0,0,10,2006
1757,528280150,80,9967,7,5,2000,2000,774,656,0,1430,2,1,3,1,8,1,100,0,0,0,0,0,0,12,2007
184,902305110,70,9600,8,9,1900,2003,930,636,0,1566,2,0,3,1,7,0,54,228,246,0,0,0,0,4,2010
1248,535302140,20,12774,5,5,1953,1953,950,0,0,950,1,0,2,1,5,0,0,32,0,0,0,0,0,7,2008
2574,535152070,80,8163,5,6,1959,1959,1144,0,0,1144,1,0,3,1,6,1,86,0,0,0,0,0,0,3,2006
1215,534403260,20,9900,5,5,1961,1961,1114,0,0,1114,1,0,3,1,5,0,0,0,0,0,164,0,0,5,2008
1614,526355170,20,13651,7,6,1973,1973,2223,0,0,2223,2,0,3,1,8,2,300,0,0,0,0,0,0,2,2007
2039,903458020,75,7200,5,7,1920,1996,581,530,0,1111,1,0,3,1,6,0,0,0,144,0,0,0,0,3,2007
2669,902406030,20,9750,5,5,1958,1958,960,0,0,960,1,0,3,1,5,0,0,0,0,0,0,0,4500,7,2006
1005,527162180,60,11184,6,5,1998,1998,932,701,0,1633,2,1,3,1,7,1,0,39,0,0,0,0,0,4,2008
753,903430060,75,5520,6,6,1912,1950,929,929,371,2229,1,0,5,1,8,0,0,198,30,0,0,0,0,7,2009
1275,535455060,45,6390,6,7,1954,1954,984,0,0,984,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2008
2350,527355280,20,10240,6,6,1980,1980,1686,0,0,1686,2,0,3,1,7,1,384,131,0,0,0,0,0,5,2006
2762,906394040,20,9316,7,5,2005,2005,1614,0,0,1614,2,0,3,1,7,1,100,45,0,0,0,0,0,3,2006
2788,907227090,20,7200,5,8,1972,1972,864,0,0,864,1,0,3,1,5,0,0,0,0,0,0,0,0,3,2006
2384,528112010,20,12228,7,5,2006,2006,1740,0,0,1740,2,0,4,1,8,0,0,43,0,0,0,0,0,9,2006
2716,905107240,20,10335,5,6,1968,1993,1721,0,0,1721,2,1,3,1,7,1,0,96,180,0,0,0,0,7,2006
313,914478045,80,12328,6,5,1976,1976,1034,0,0,1034,1,0,3,1,6,0,0,0,0,0,0,0,0,5,2010
84,532351140,90,8930,6,5,1978,1978,1318,584,0,1902,2,0,4,2,8,0,0,0,0,0,0,0,0,4,2010
81,531453010,20,9672,6,5,1984,1985,1097,0,0,1097,2,0,3,1,6,0,0,0,0,0,0,0,0,5,2010
2389,528118110,60,13975,9,5,2005,2006,1117,1089,0,2206,2,1,4,1,10,1,148,95,0,0,0,0,0,8,2006
280,908152080,80,7819,6,5,1976,1976,1117,0,0,1117,1,0,3,1,6,1,144,0,0,0,0,0,0,3,2010
190,902402250,190,11340,4,6,1885,1950,1246,1044,0,2290,2,0,4,2,11,0,0,0,114,0,0,0,0,4,2010
2371,527451450,160,1680,6,5,1972,1972,483,465,0,948,1,1,2,1,5,0,0,0,0,0,0,0,0,7,2006
213,904350045,50,6001,6,5,1940,1950,600,319,0,919,1,0,3,1,5,0,0,0,45,0,0,0,0,3,2010
1864,534125120,20,11700,6,6,1968,1968,1152,0,0,1152,1,1,3,1,7,0,0,126,0,0,0,0,0,9,2007
37,528108120,60,12858,9,5,2009,2010,1627,707,0,2334,2,1,3,1,10,1,144,133,0,0,0,0,0,1,2010
146,535175070,20,9300,5,5,1960,1960,1264,0,0,1264,1,0,3,1,6,2,0,0,0,0,143,0,0,4,2010
809,906226080,90,7018,5,5,1979,1979,1224,0,0,1224,0,2,2,2,6,2,120,0,0,0,0,0,0,6,2009
767,904351200,70,6629,6,6,1925,1950,697,672,0,1369,2,0,3,1,6,0,147,0,0,0,0,0,0,7,2009
262,907200340,20,10650,5,6,1976,1976,894,0,0,894,1,0,3,1,5,0,365,0,0,0,0,0,0,2,2010
101,533221090,160,2117,6,5,2000,2000,769,804,0,1573,2,1,3,1,5,0,0,32,0,0,0,0,0,6,2010
48,528176070,60,13650,8,5,2002,2002,1687,563,0,2250,2,1,3,1,7,1,238,130,0,0,0,0,0,6,2010
489,528290180,60,8433,6,5,2000,2000,819,695,0,1514,2,1,3,1,7,1,0,72,0,0,0,0,0,6,2009
2369,527451200,160,1680,6,5,1971,1971,672,546,0,1218,1,1,3,1,7,0,201,0,0,0,0,0,0,4,2006
707,902202150,190,6000,5,4,1954,1954,811,576,0,1387,2,0,3,2,7,0,0,0,0,0,0,0,0,11,2009
1556,911102170,70,8500,4,4,1920,1950,649,668,0,1317,1,0,3,1,6,0,0,54,172,0,0,0,0,7,2008
2034,903454010,70,6882,6,7,1914,2006,773,582,0,1355,1,1,3,1,7,0,136,0,115,0,0,0,0,3,2007
308,911204100,30,8712,4,7,1896,1950,952,0,0,952,1,0,3,1,5,0,0,0,265,0,0,0,0,6,2010
2176,908152070,20,7917,6,7,1976,1976,1113,0,0,1113,1,1,3,1,6,1,370,30,0,0,0,0,0,5,2007
1549,910203020,30,6900,5,6,1940,1955,778,0,0,778,1,0,2,1,4,1,0,25,0,0,0,0,0,2,2008
909,909178160,50,9900,6,7,1940,1950,944,545,0,1489,2,0,3,1,7,1,335,0,0,0,0,0,0,7,2009
892,908154040,20,13286,9,5,2007,2008,1698,0,0,1698,2,0,3,1,8,1,327,64,0,0,0,0,0,2,2009
2045,904100100,70,12888,7,8,1937,1980,1262,1005,0,2267,1,1,3,1,7,2,521,0,0,0,0,0,0,4,2007
2927,923276100,20,8885,5,5,1983,1983,902,0,0,902,1,0,2,1,5,0,164,0,0,0,0,0,0,6,2006
1732,528221030,60,8857,6,5,2006,2006,738,757,0,1495,2,1,3,1,7,1,100,30,0,0,0,0,0,3,2007
998,527107090,20,14137,5,5,1996,1997,1384,0,0,1384,2,0,3,1,7,0,0,39,0,0,0,0,0,11,2008
2203,909252170,70,6720,6,7,1921,1950,851,585,0,1436,1,0,3,1,7,1,184,0,0,0,0,0,0,4,2007
356,527162120,60,7500,6,5,1998,1999,952,684,0,1636,2,1,3,1,7,1,0,84,0,0,0,0,0,10,2009
2475,531375100,20,13072,6,5,2004,2004,1158,0,0,1158,1,1,3,1,5,0,0,50,0,0,0,0,0,5,2006
2264,916386170,20,10656,8,5,2006,2007,1646,0,0,1646,2,0,3,1,6,1,192,80,0,0,0,0,0,11,2007
2201,909252010,50,7200,5,7,1937,1950,981,787,0,1768,1,1,3,1,7,2,0,0,264,0,0,0,0,6,2007
2545,534400120,190,8800,6,7,1965,2000,1565,0,0,1565,2,0,3,1,7,2,200,25,211,0,0,0,460,6,2006
2660,902325050,75,10800,7,7,1914,1970,880,888,0,1768,1,1,2,1,6,2,0,341,0,0,0,0,0,10,2006
2882,911175440,190,9000,5,6,1951,1951,1060,336,0,1396,2,0,4,2,8,0,0,0,0,0,0,0,0,10,2006
1379,905103030,80,13014,6,5,1978,1978,1096,0,0,1096,1,0,3,1,6,1,168,0,0,0,0,0,0,12,2008
491,528292030,60,15896,7,5,1999,1999,1223,1089,0,2312,2,1,4,1,8,1,298,0,0,0,0,0,0,5,2009
1002,527140090,120,5395,8,5,1993,1993,1337,0,0,1337,2,0,2,1,5,1,96,0,70,168,0,0,0,10,2008
1848,533223050,160,5105,7,5,2004,2004,551,551,0,1102,2,1,2,1,4,0,0,60,0,0,0,0,0,3,2007
1455,907251090,60,9473,8,5,2002,2002,1128,903,0,2031,2,1,3,1,7,1,0,211,0,0,0,0,0,3,2008
908,909175080,30,8400,2,5,1920,1950,438,0,0,438,1,0,1,1,3,0,0,0,0,0,0,0,0,1,2009
1490,908103260,85,12102,5,5,1976,1976,1033,0,0,1033,1,0,3,1,6,0,224,0,0,0,0,0,0,4,2008
1465,907262060,60,10905,7,5,2003,2003,1129,1198,0,2327,2,1,4,1,9,1,0,57,0,0,0,0,0,8,2008
1627,527163080,20,9556,7,5,1992,1993,1187,0,0,1187,2,0,3,1,6,0,0,21,0,0,0,0,0,8,2007
2849,909201180,190,6430,6,6,1945,1950,816,524,0,1340,1,0,3,1,6,0,0,0,0,0,0,0,0,7,2006
1501,908201100,90,6040,4,5,1955,1955,1152,0,0,1152,2,0,2,2,6,0,0,0,0,0,0,0,0,6,2008
626,535125070,20,14695,6,8,1966,2008,1567,0,0,1567,2,0,2,1,5,2,0,110,0,0,342,0,0,7,2009
