Lot Frontage,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Yr Blt,Garage Cars,Garage Area
75.0,162.0,330.0,0.0,821.0,1151.0,0.0,0.0,1958.0,1.0,356.0
75.0,0.0,275.0,0.0,429.0,704.0,0.0,0.0,1941.0,1.0,234.0
62.0,0.0,0.0,0.0,416.0,416.0,0.0,0.0,1954.0,1.0,312.0
81.0,108.0,923.0,0.0,406.0,1329.0,0.0,0.0,1958.0,1.0,312.0
75.0,0.0,330.0,432.0,102.0,864.0,0.0,0.0,1975.0,2.0,440.0
60.0,0.0,0.0,0.0,721.0,721.0,0.0,0.0,1950.0,1.0,294.0
50.0,0.0,0.0,0.0,784.0,784.0,0.0,0.0,1953.0,2.0,649.0
60.0,0.0,319.0,0.0,416.0,735.0,0.0,0.0,1950.0,2.0,396.0
0.0,0.0,1036.0,0.0,184.0,1220.0,1.0,0.0,1984.0,2.0,565.0
0.0,240.0,1538.0,0.0,240.0,1778.0,1.0,0.0,2002.0,3.0,715.0
0.0,252.0,416.0,0.0,409.0,825.0,0.0,0.0,1971.0,2.0,495.0
50.0,0.0,0.0,0.0,951.0,951.0,0.0,0.0,1920.0,1.0,280.0
65.0,100.0,812.0,0.0,280.0,1092.0,1.0,0.0,2007.0,2.0,438.0
40.0,0.0,0.0,0.0,1140.0,1140.0,0.0,0.0,1962.0,1.0,349.0
21.0,0.0,408.0,0.0,138.0,546.0,0.0,0.0,1970.0,1.0,286.0
61.0,412.0,456.0,0.0,1296.0,1752.0,1.0,0.0,2005.0,2.0,576.0
63.0,184.0,205.0,0.0,889.0,1094.0,0.0,0.0,2006.0,3.0,675.0
122.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,2007.0,2.0,702.0
91.0,320.0,228.0,852.0,0.0,1080.0,1.0,0.0,1993.0,3.0,783.0
0.0,0.0,360.0,0.0,360.0,720.0,0.0,0.0,1991.0,2.0,660.0
63.0,0.0,0.0,0.0,847.0,847.0,0.0,0.0,2004.0,2.0,433.0
72.0,0.0,0.0,0.0,1402.0,1402.0,0.0,0.0,2008.0,2.0,625.0
62.0,0.0,516.0,0.0,348.0,864.0,0.0,1.0,1984.0,1.0,288.0
80.0,0.0,758.0,0.0,293.0,1051.0,1.0,0.0,1968.0,2.0,504.0
69.0,0.0,305.0,0.0,450.0,755.0,0.0,0.0,1920.0,1.0,216.0
87.0,564.0,0.0,0.0,1656.0,1656.0,0.0,0.0,1973.0,2.0,506.0
0.0,0.0,120.0,0.0,958.0,1078.0,0.0,0.0,1977.0,2.0,440.0
0.0,0.0,1231.0,0.0,1969.0,3200.0,1.0,0.0,1992.0,2.0,546.0
84.0,0.0,812.0,0.0,228.0,1040.0,1.0,0.0,1991.0,2.0,686.0
53.0,0.0,0.0,0.0,661.0,661.0,0.0,0.0,1985.0,2.0,552.0
78.0,74.0,0.0,0.0,585.0,585.0,0.0,0.0,1984.0,2.0,477.0
96.0,468.0,1082.0,0.0,538.0,1620.0,1.0,0.0,2005.0,4.0,1150.0
0.0,0.0,0.0,0.0,844.0,844.0,0.0,0.0,1930.0,2.0,441.0
0.0,0.0,0.0,0.0,686.0,686.0,0.0,0.0,0.0,0.0,0.0
0.0,298.0,772.0,0.0,220.0,992.0,1.0,0.0,1999.0,2.0,390.0
68.0,0.0,0.0,0.0,901.0,901.0,0.0,0.0,1920.0,1.0,162.0
0.0,149.0,1159.0,0.0,90.0,1249.0,1.0,0.0,1975.0,4.0,1356.0
112.0,0.0,745.0,0.0,210.0,955.0,1.0,0.0,2007.0,3.0,880.0
0.0,0.0,0.0,0.0,1074.0,1074.0,0.0,0.0,1987.0,2.0,461.0
70.0,0.0,369.0,0.0,671.0,1040.0,0.0,0.0,1959.0,1.0,286.0
55.0,0.0,0.0,0.0,602.0,602.0,0.0,0.0,1923.0,1.0,180.0
21.0,604.0,358.0,0.0,125.0,483.0,0.0,0.0,1971.0,1.0,264.0
75.0,105.0,513.0,0.0,75.0,588.0,1.0,0.0,1958.0,1.0,264.0
24.0,50.0,0.0,0.0,970.0,970.0,0.0,0.0,2004.0,2.0,380.0
70.0,0.0,758.0,0.0,78.0,836.0,1.0,0.0,1992.0,2.0,462.0
0.0,0.0,648.0,0.0,0.0,648.0,1.0,1.0,1965.0,1.0,364.0
85.0,0.0,550.0,0.0,163.0,713.0,1.0,0.0,1975.0,2.0,434.0
75.0,428.0,0.0,0.0,1795.0,1795.0,0.0,0.0,2007.0,3.0,895.0
63.0,0.0,458.0,0.0,166.0,624.0,0.0,0.0,1993.0,2.0,576.0
50.0,0.0,264.0,0.0,308.0,572.0,0.0,1.0,1973.0,2.0,576.0
50.0,0.0,0.0,0.0,560.0,560.0,0.0,1.0,1946.0,1.0,220.0
119.0,0.0,648.0,0.0,324.0,972.0,0.0,0.0,1955.0,1.0,305.0
78.0,0.0,0.0,0.0,912.0,912.0,0.0,1.0,1948.0,1.0,330.0
109.0,332.0,0.0,0.0,1008.0,1008.0,0.0,0.0,1963.0,2.0,430.0
90.0,452.0,48.0,0.0,1774.0,1822.0,0.0,0.0,2007.0,3.0,774.0
105.0,0.0,0.0,0.0,1013.0,1013.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,698.0,698.0,0.0,0.0,1999.0,2.0,624.0
70.0,164.0,0.0,0.0,1057.0,1057.0,0.0,1.0,1955.0,1.0,288.0
91.0,660.0,1696.0,0.0,413.0,2109.0,1.0,0.0,1995.0,3.0,839.0
65.0,0.0,373.0,108.0,462.0,943.0,1.0,0.0,1974.0,1.0,300.0
118.0,365.0,0.0,0.0,1704.0,1704.0,0.0,0.0,2005.0,3.0,814.0
48.0,0.0,0.0,0.0,798.0,798.0,0.0,0.0,1938.0,1.0,250.0
55.0,0.0,182.0,0.0,611.0,793.0,0.0,0.0,1968.0,1.0,281.0
91.0,164.0,1220.0,0.0,322.0,1542.0,1.0,0.0,2007.0,3.0,852.0
71.0,0.0,507.0,0.0,403.0,910.0,0.0,0.0,2000.0,2.0,720.0
66.0,0.0,734.0,0.0,162.0,896.0,1.0,0.0,1962.0,1.0,288.0
51.0,0.0,384.0,0.0,440.0,824.0,0.0,0.0,1941.0,1.0,240.0
80.0,148.0,776.0,0.0,344.0,1120.0,1.0,0.0,1963.0,2.0,525.0
92.0,84.0,0.0,0.0,774.0,774.0,0.0,0.0,2009.0,3.0,680.0
0.0,0.0,939.0,0.0,307.0,1246.0,1.0,0.0,1964.0,2.0,441.0
75.0,0.0,410.0,0.0,390.0,800.0,0.0,0.0,1940.0,1.0,240.0
0.0,0.0,181.0,0.0,744.0,925.0,1.0,0.0,1990.0,2.0,484.0
76.0,0.0,0.0,0.0,384.0,384.0,0.0,0.0,2000.0,2.0,400.0
60.0,0.0,0.0,0.0,930.0,930.0,0.0,0.0,1930.0,1.0,288.0
0.0,0.0,624.0,128.0,232.0,984.0,0.0,0.0,1953.0,2.0,400.0
70.0,128.0,748.0,294.0,102.0,1144.0,1.0,0.0,1959.0,1.0,796.0
90.0,0.0,0.0,0.0,1114.0,1114.0,1.0,0.0,1961.0,2.0,451.0
95.0,1115.0,1880.0,0.0,343.0,2223.0,1.0,0.0,1973.0,2.0,516.0
60.0,0.0,0.0,0.0,530.0,530.0,0.0,0.0,1935.0,1.0,288.0
65.0,0.0,0.0,0.0,960.0,960.0,0.0,0.0,2002.0,2.0,624.0
73.0,0.0,0.0,0.0,932.0,932.0,0.0,0.0,1998.0,2.0,460.0
92.0,0.0,0.0,0.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,936.0,936.0,1.0,0.0,1954.0,1.0,280.0
79.0,157.0,625.0,1061.0,0.0,1686.0,1.0,0.0,1980.0,2.0,612.0
78.0,140.0,56.0,0.0,1558.0,1614.0,0.0,0.0,2005.0,2.0,576.0
60.0,0.0,437.0,0.0,427.0,864.0,0.0,0.0,1977.0,1.0,297.0
108.0,206.0,0.0,0.0,1721.0,1721.0,0.0,0.0,2006.0,3.0,874.0
78.0,0.0,570.0,0.0,891.0,1461.0,0.0,0.0,1968.0,2.0,440.0
0.0,335.0,539.0,0.0,473.0,1012.0,1.0,0.0,1976.0,3.0,888.0
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,2.0,539.0
81.0,0.0,338.0,0.0,702.0,1040.0,0.0,0.0,1986.0,2.0,480.0
120.0,525.0,0.0,0.0,1090.0,1090.0,0.0,0.0,2005.0,3.0,670.0
94.0,0.0,422.0,127.0,480.0,1029.0,1.0,0.0,1976.0,2.0,672.0
60.0,0.0,0.0,0.0,777.0,777.0,0.0,0.0,1971.0,2.0,560.0
21.0,504.0,276.0,0.0,207.0,483.0,0.0,0.0,1972.0,1.0,264.0
65.0,0.0,368.0,0.0,232.0,600.0,0.0,0.0,1940.0,1.0,231.0
78.0,41.0,0.0,0.0,912.0,912.0,1.0,0.0,1968.0,2.0,412.0
102.0,162.0,0.0,0.0,1590.0,1590.0,0.0,0.0,2009.0,3.0,751.0
73.0,324.0,697.0,0.0,571.0,1268.0,1.0,0.0,1960.0,2.0,461.0
64.0,275.0,1086.0,0.0,0.0,1086.0,2.0,0.0,1979.0,2.0,528.0
54.0,0.0,551.0,0.0,121.0,672.0,1.0,0.0,1930.0,1.0,300.0
75.0,0.0,182.0,712.0,0.0,894.0,1.0,0.0,1976.0,1.0,308.0
0.0,216.0,378.0,0.0,378.0,756.0,0.0,0.0,2000.0,2.0,440.0
105.0,232.0,578.0,0.0,1093.0,1671.0,1.0,0.0,2002.0,3.0,756.0
42.0,0.0,683.0,0.0,111.0,794.0,1.0,0.0,2000.0,2.0,394.0
21.0,236.0,0.0,0.0,672.0,672.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,811.0,811.0,0.0,0.0,1954.0,1.0,256.0
50.0,0.0,0.0,0.0,649.0,649.0,0.0,0.0,1920.0,1.0,250.0
60.0,0.0,0.0,0.0,684.0,684.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,0.0,0.0,756.0,756.0,0.0,0.0,1896.0,1.0,330.0
0.0,174.0,751.0,0.0,392.0,1143.0,1.0,0.0,1987.0,1.0,504.0
71.0,0.0,403.0,125.0,212.0,740.0,0.0,0.0,1966.0,1.0,924.0
60.0,0.0,0.0,0.0,778.0,778.0,0.0,0.0,1940.0,1.0,240.0
86.0,340.0,1234.0,0.0,464.0,1698.0,1.0,0.0,2007.0,3.0,768.0
107.0,0.0,288.0,0.0,717.0,1005.0,1.0,0.0,1937.0,2.0,498.0
0.0,0.0,301.0,324.0,239.0,864.0,1.0,0.0,1983.0,2.0,484.0
62.0,0.0,0.0,0.0,738.0,738.0,0.0,0.0,2006.0,2.0,440.0
53.0,0.0,450.0,0.0,898.0,1348.0,1.0,0.0,1996.0,2.0,404.0
53.0,0.0,0.0,0.0,585.0,585.0,0.0,0.0,1992.0,1.0,228.0
60.0,0.0,476.0,0.0,476.0,952.0,1.0,0.0,1998.0,2.0,440.0
63.0,0.0,941.0,0.0,217.0,1158.0,1.0,0.0,2006.0,2.0,576.0
67.0,274.0,0.0,0.0,1638.0,1638.0,0.0,0.0,2007.0,3.0,870.0
60.0,252.0,569.0,0.0,162.0,731.0,1.0,0.0,1939.0,1.0,240.0
80.0,0.0,901.0,252.0,34.0,1187.0,1.0,0.0,1965.0,1.0,299.0
60.0,0.0,390.0,0.0,490.0,880.0,0.0,0.0,1914.0,2.0,320.0
50.0,0.0,0.0,0.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0
80.0,39.0,528.0,0.0,480.0,1008.0,1.0,0.0,1978.0,2.0,484.0
0.0,210.0,913.0,0.0,264.0,1177.0,1.0,0.0,1999.0,3.0,658.0
41.0,0.0,733.0,0.0,604.0,1337.0,1.0,0.0,1993.0,2.0,462.0
0.0,0.0,239.0,0.0,312.0,551.0,0.0,0.0,2004.0,2.0,480.0
75.0,0.0,804.0,0.0,324.0,1128.0,1.0,0.0,2002.0,2.0,577.0
60.0,0.0,290.0,0.0,0.0,290.0,0.0,0.0,1930.0,1.0,246.0
64.0,222.0,456.0,0.0,0.0,456.0,0.0,1.0,1976.0,2.0,504.0
41.0,0.0,0.0,0.0,1129.0,1129.0,0.0,0.0,2003.0,2.0,596.0
0.0,52.0,0.0,0.0,1168.0,1168.0,0.0,0.0,1992.0,2.0,420.0
58.0,0.0,780.0,0.0,0.0,780.0,1.0,0.0,1945.0,1.0,440.0
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,210.0,1387.0,0.0,175.0,1562.0,1.0,0.0,1966.0,2.0,542.0
50.0,0.0,624.0,0.0,26.0,650.0,0.0,1.0,1930.0,2.0,324.0
67.0,0.0,0.0,0.0,1689.0,1689.0,0.0,0.0,2007.0,2.0,433.0
195.0,0.0,1047.0,0.0,53.0,1100.0,1.0,0.0,1969.0,3.0,828.0
59.0,0.0,534.0,0.0,282.0,816.0,0.0,1.0,1983.0,1.0,264.0
60.0,174.0,0.0,0.0,1228.0,1228.0,0.0,0.0,1921.0,1.0,312.0
0.0,138.0,626.0,0.0,99.0,725.0,1.0,0.0,1972.0,2.0,484.0
70.0,0.0,953.0,0.0,72.0,1025.0,1.0,0.0,0.0,0.0,0.0
0.0,571.0,0.0,0.0,1442.0,1442.0,0.0,0.0,1970.0,2.0,615.0
106.0,40.0,0.0,0.0,1406.0,1406.0,0.0,0.0,2000.0,2.0,504.0
90.0,227.0,796.0,0.0,258.0,1054.0,0.0,1.0,1998.0,3.0,555.0
64.0,0.0,193.0,0.0,545.0,738.0,1.0,0.0,2005.0,2.0,540.0
70.0,0.0,744.0,0.0,89.0,833.0,1.0,0.0,1968.0,1.0,326.0
87.0,0.0,666.0,0.0,794.0,1460.0,0.0,0.0,2006.0,2.0,480.0
0.0,23.0,456.0,0.0,0.0,456.0,0.0,1.0,1978.0,2.0,504.0
0.0,180.0,781.0,0.0,83.0,864.0,1.0,0.0,1978.0,2.0,528.0
0.0,0.0,244.0,0.0,286.0,530.0,0.0,0.0,2003.0,2.0,496.0
50.0,0.0,0.0,0.0,780.0,780.0,0.0,0.0,1937.0,1.0,198.0
60.0,0.0,728.0,0.0,112.0,840.0,1.0,0.0,1961.0,2.0,440.0
60.0,0.0,0.0,0.0,736.0,736.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,1180.0,0.0,415.0,1595.0,1.0,0.0,1995.0,2.0,608.0
60.0,0.0,930.0,0.0,128.0,1058.0,1.0,0.0,1938.0,1.0,240.0
68.0,0.0,100.0,247.0,613.0,960.0,1.0,0.0,1955.0,1.0,330.0
73.0,0.0,0.0,0.0,1302.0,1302.0,0.0,0.0,2007.0,2.0,436.0
50.0,0.0,0.0,0.0,816.0,816.0,0.0,0.0,1925.0,1.0,210.0
0.0,239.0,1102.0,72.0,328.0,1502.0,1.0,0.0,1998.0,1.0,286.0
56.0,0.0,96.0,0.0,96.0,192.0,1.0,0.0,2008.0,1.0,308.0
89.0,422.0,672.0,0.0,736.0,1408.0,1.0,0.0,1998.0,3.0,806.0
70.0,105.0,814.0,0.0,114.0,928.0,0.0,1.0,1994.0,2.0,471.0
60.0,0.0,0.0,0.0,1077.0,1077.0,0.0,0.0,1935.0,2.0,648.0
61.0,0.0,774.0,150.0,104.0,1028.0,1.0,0.0,1945.0,1.0,180.0
0.0,94.0,766.0,0.0,356.0,1122.0,1.0,0.0,2003.0,2.0,452.0
75.0,0.0,340.0,906.0,0.0,1246.0,1.0,0.0,1959.0,1.0,305.0
0.0,472.0,697.0,0.0,747.0,1444.0,0.0,1.0,1958.0,2.0,389.0
62.0,0.0,230.0,0.0,569.0,799.0,0.0,0.0,1942.0,1.0,215.0
110.0,640.0,0.0,0.0,1566.0,1566.0,0.0,0.0,2007.0,3.0,890.0
110.0,0.0,189.0,0.0,741.0,930.0,0.0,0.0,1930.0,1.0,231.0
85.0,630.0,1274.0,0.0,526.0,1800.0,1.0,0.0,2002.0,3.0,765.0
30.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,2004.0,2.0,480.0
24.0,376.0,471.0,0.0,294.0,765.0,1.0,0.0,1971.0,2.0,440.0
68.0,0.0,80.0,555.0,200.0,835.0,1.0,0.0,2003.0,2.0,542.0
91.0,0.0,0.0,0.0,945.0,945.0,0.0,0.0,2005.0,2.0,638.0
85.0,945.0,1558.0,0.0,662.0,2220.0,1.0,0.0,2006.0,2.0,724.0
50.0,120.0,602.0,0.0,284.0,886.0,0.0,1.0,1993.0,2.0,474.0
0.0,157.0,568.0,0.0,264.0,832.0,0.0,0.0,1966.0,2.0,444.0
90.0,260.0,1246.0,0.0,216.0,1462.0,1.0,0.0,1999.0,2.0,521.0
70.0,0.0,474.0,38.0,437.0,949.0,1.0,0.0,1967.0,1.0,308.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,1.0,392.0
35.0,0.0,0.0,0.0,742.0,742.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,680.0,680.0,0.0,0.0,1965.0,2.0,504.0
72.0,562.0,1567.0,0.0,225.0,1792.0,1.0,0.0,2003.0,3.0,874.0
130.0,1110.0,1075.0,0.0,404.0,1479.0,1.0,0.0,2001.0,3.0,746.0
0.0,0.0,0.0,0.0,808.0,808.0,0.0,0.0,1993.0,2.0,389.0
90.0,0.0,920.0,180.0,38.0,1138.0,1.0,0.0,1974.0,2.0,588.0
91.0,554.0,1314.0,0.0,672.0,1986.0,1.0,0.0,1994.0,2.0,691.0
43.0,0.0,0.0,0.0,583.0,583.0,0.0,0.0,1926.0,1.0,180.0
78.0,203.0,760.0,0.0,216.0,976.0,1.0,0.0,1968.0,2.0,504.0
40.0,0.0,0.0,0.0,969.0,969.0,0.0,0.0,1920.0,1.0,216.0
70.0,0.0,468.0,0.0,396.0,864.0,0.0,1.0,1962.0,1.0,336.0
51.0,0.0,0.0,0.0,1064.0,1064.0,0.0,0.0,1936.0,1.0,240.0
95.0,302.0,0.0,0.0,1736.0,1736.0,0.0,0.0,2008.0,3.0,834.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,2.0,400.0
0.0,252.0,400.0,64.0,336.0,800.0,0.0,1.0,1966.0,2.0,484.0
60.0,0.0,0.0,0.0,630.0,630.0,0.0,0.0,1959.0,1.0,320.0
62.0,0.0,0.0,0.0,840.0,840.0,0.0,0.0,2004.0,2.0,440.0
60.0,0.0,0.0,0.0,936.0,936.0,0.0,0.0,1974.0,2.0,576.0
0.0,72.0,1084.0,0.0,322.0,1406.0,1.0,0.0,2003.0,3.0,630.0
59.0,0.0,0.0,0.0,799.0,799.0,0.0,0.0,1993.0,2.0,380.0
72.0,167.0,1013.0,0.0,440.0,1453.0,1.0,0.0,2003.0,2.0,558.0
70.0,178.0,496.0,288.0,0.0,784.0,0.0,0.0,1969.0,2.0,898.0
60.0,0.0,553.0,311.0,0.0,864.0,0.0,0.0,1965.0,1.0,360.0
67.0,268.0,1330.0,0.0,122.0,1452.0,1.0,0.0,2008.0,3.0,858.0
43.0,0.0,424.0,0.0,200.0,624.0,1.0,0.0,1926.0,1.0,312.0
0.0,24.0,1087.0,0.0,306.0,1393.0,1.0,0.0,2004.0,3.0,668.0
93.0,125.0,0.0,0.0,1468.0,1468.0,0.0,0.0,1999.0,2.0,577.0
55.0,0.0,317.0,227.0,212.0,756.0,1.0,0.0,1969.0,1.0,308.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.0,1.0,308.0
0.0,178.0,1002.0,202.0,0.0,1204.0,0.0,0.0,1988.0,3.0,786.0
80.0,246.0,750.0,0.0,300.0,1050.0,1.0,0.0,1993.0,2.0,574.0
85.0,242.0,0.0,0.0,1824.0,1824.0,0.0,0.0,2006.0,3.0,932.0
57.0,0.0,522.0,0.0,198.0,720.0,1.0,0.0,1927.0,1.0,316.0
36.0,0.0,128.0,842.0,0.0,970.0,1.0,0.0,1998.0,2.0,846.0
62.0,0.0,0.0,0.0,716.0,716.0,0.0,0.0,1900.0,2.0,624.0
84.0,0.0,0.0,0.0,484.0,484.0,0.0,0.0,1946.0,1.0,336.0
74.0,94.0,758.0,0.0,238.0,996.0,0.0,0.0,1993.0,3.0,650.0
50.0,0.0,0.0,0.0,780.0,780.0,0.0,0.0,1939.0,1.0,280.0
65.0,0.0,755.0,0.0,235.0,990.0,1.0,0.0,1995.0,1.0,440.0
58.0,0.0,557.0,0.0,785.0,1342.0,1.0,0.0,1951.0,1.0,256.0
120.0,568.0,1505.0,0.0,363.0,1868.0,1.0,0.0,2005.0,3.0,1085.0
60.0,0.0,0.0,0.0,622.0,622.0,0.0,0.0,1966.0,2.0,528.0
80.0,183.0,620.0,620.0,0.0,1240.0,1.0,0.0,1958.0,1.0,338.0
97.0,420.0,1338.0,0.0,384.0,1722.0,1.0,0.0,2008.0,3.0,842.0
65.0,74.0,0.0,0.0,1678.0,1678.0,0.0,0.0,0.0,0.0,0.0
0.0,136.0,1005.0,0.0,262.0,1267.0,1.0,0.0,2001.0,2.0,471.0
85.0,302.0,838.0,0.0,749.0,1587.0,0.0,0.0,1971.0,2.0,525.0
45.0,0.0,626.0,0.0,94.0,720.0,0.0,0.0,1940.0,1.0,256.0
70.0,336.0,1332.0,0.0,396.0,1728.0,1.0,0.0,1963.0,2.0,504.0
50.0,0.0,308.0,0.0,620.0,928.0,0.0,0.0,1957.0,1.0,288.0
78.0,0.0,0.0,0.0,879.0,879.0,0.0,0.0,2005.0,2.0,578.0
75.0,135.0,570.0,0.0,510.0,1080.0,0.0,0.0,1958.0,1.0,288.0
80.0,0.0,0.0,0.0,866.0,866.0,0.0,0.0,1998.0,2.0,546.0
59.0,0.0,0.0,0.0,485.0,485.0,0.0,0.0,1950.0,1.0,255.0
64.0,84.0,684.0,0.0,515.0,1199.0,1.0,0.0,2006.0,2.0,632.0
0.0,179.0,1004.0,0.0,306.0,1310.0,1.0,0.0,2001.0,2.0,545.0
62.0,0.0,351.0,181.0,112.0,644.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,728.0,0.0,367.0,1095.0,1.0,0.0,1992.0,2.0,590.0
57.0,0.0,0.0,0.0,1075.0,1075.0,0.0,0.0,1935.0,2.0,342.0
0.0,0.0,603.0,294.0,723.0,1620.0,0.0,0.0,1967.0,2.0,578.0
75.0,0.0,288.0,0.0,928.0,1216.0,1.0,0.0,1955.0,1.0,336.0
0.0,0.0,0.0,0.0,896.0,896.0,0.0,0.0,1936.0,1.0,240.0
45.0,0.0,0.0,0.0,747.0,747.0,0.0,0.0,1932.0,1.0,288.0
0.0,0.0,1056.0,0.0,0.0,1056.0,1.0,0.0,1966.0,1.0,384.0
80.0,0.0,442.0,0.0,390.0,832.0,0.0,0.0,1947.0,1.0,336.0
50.0,0.0,0.0,0.0,862.0,862.0,0.0,0.0,1929.0,1.0,208.0
74.0,148.0,769.0,0.0,769.0,1538.0,1.0,0.0,2005.0,2.0,484.0
0.0,150.0,856.0,162.0,125.0,1143.0,1.0,0.0,1959.0,1.0,308.0
70.0,0.0,0.0,0.0,858.0,858.0,0.0,0.0,1974.0,4.0,480.0
0.0,0.0,0.0,0.0,319.0,319.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,1324.0,1324.0,0.0,0.0,2005.0,2.0,430.0
0.0,41.0,0.0,0.0,876.0,876.0,0.0,0.0,1966.0,1.0,408.0
53.0,0.0,0.0,0.0,1276.0,1276.0,0.0,0.0,1926.0,1.0,282.0
37.0,169.0,662.0,0.0,186.0,848.0,1.0,0.0,2004.0,2.0,420.0
0.0,0.0,0.0,0.0,1104.0,1104.0,1.0,0.0,1957.0,1.0,304.0
0.0,541.0,111.0,354.0,354.0,819.0,0.0,1.0,1958.0,2.0,525.0
100.0,0.0,0.0,0.0,840.0,840.0,0.0,0.0,0.0,0.0,0.0
97.0,268.0,831.0,0.0,320.0,1151.0,0.0,1.0,1988.0,2.0,521.0
34.0,0.0,266.0,0.0,1139.0,1405.0,1.0,0.0,1998.0,2.0,511.0
82.0,183.0,312.0,539.0,276.0,1127.0,1.0,0.0,1966.0,2.0,490.0
96.0,97.0,328.0,551.0,285.0,1164.0,1.0,0.0,1966.0,2.0,564.0
70.0,168.0,2.0,0.0,1515.0,1517.0,0.0,0.0,2004.0,2.0,532.0
80.0,280.0,0.0,0.0,738.0,738.0,0.0,0.0,1980.0,2.0,489.0
52.0,0.0,80.0,0.0,624.0,704.0,0.0,1.0,1990.0,1.0,336.0
0.0,0.0,1001.0,0.0,0.0,1001.0,1.0,0.0,1979.0,2.0,486.0
24.0,456.0,0.0,0.0,776.0,776.0,0.0,0.0,1999.0,2.0,492.0
0.0,0.0,587.0,0.0,486.0,1073.0,0.0,0.0,1953.0,2.0,649.0
60.0,0.0,16.0,0.0,712.0,728.0,0.0,1.0,1925.0,2.0,546.0
74.0,0.0,791.0,0.0,137.0,928.0,0.0,0.0,1997.0,2.0,482.0
0.0,170.0,685.0,0.0,163.0,848.0,1.0,0.0,2003.0,2.0,420.0
0.0,0.0,538.0,0.0,278.0,816.0,0.0,0.0,2002.0,1.0,432.0
112.0,0.0,0.0,0.0,1097.0,1097.0,0.0,0.0,1995.0,2.0,672.0
41.0,0.0,1196.0,0.0,298.0,1494.0,1.0,0.0,2000.0,2.0,499.0
72.0,0.0,0.0,0.0,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0
74.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1.0,280.0
80.0,176.0,876.0,0.0,474.0,1350.0,1.0,0.0,2008.0,2.0,484.0
32.0,116.0,897.0,0.0,319.0,1216.0,1.0,0.0,1998.0,2.0,402.0
75.0,327.0,0.0,0.0,967.0,967.0,0.0,0.0,1957.0,1.0,384.0
24.0,212.0,510.0,0.0,90.0,600.0,1.0,0.0,1999.0,2.0,462.0
70.0,0.0,718.0,110.0,0.0,828.0,1.0,0.0,1998.0,2.0,698.0
62.0,0.0,510.0,0.0,354.0,864.0,1.0,0.0,1968.0,1.0,288.0
50.0,0.0,0.0,0.0,576.0,576.0,0.0,0.0,1990.0,2.0,480.0
65.0,288.0,0.0,0.0,1836.0,1836.0,0.0,0.0,2009.0,2.0,517.0
69.0,0.0,895.0,0.0,197.0,1092.0,1.0,0.0,1957.0,1.0,299.0
35.0,0.0,1106.0,0.0,135.0,1241.0,1.0,0.0,2007.0,2.0,569.0
80.0,360.0,686.0,0.0,664.0,1350.0,0.0,1.0,1977.0,2.0,630.0
0.0,85.0,594.0,219.0,331.0,1144.0,0.0,1.0,1960.0,2.0,572.0
75.0,36.0,1078.0,0.0,488.0,1566.0,1.0,0.0,2008.0,2.0,750.0
0.0,283.0,432.0,0.0,476.0,908.0,0.0,0.0,1977.0,2.0,520.0
50.0,60.0,1238.0,0.0,460.0,1698.0,1.0,0.0,1999.0,2.0,506.0
71.0,210.0,119.0,0.0,1602.0,1721.0,1.0,0.0,2005.0,2.0,554.0
95.0,140.0,872.0,0.0,382.0,1254.0,1.0,0.0,2008.0,3.0,810.0
63.0,0.0,336.0,0.0,240.0,576.0,1.0,0.0,1973.0,3.0,627.0
75.0,171.0,0.0,0.0,1630.0,1630.0,0.0,0.0,2000.0,2.0,451.0
74.0,96.0,0.0,0.0,784.0,784.0,0.0,0.0,2005.0,2.0,449.0
90.0,56.0,841.0,0.0,324.0,1165.0,1.0,0.0,1953.0,1.0,375.0
0.0,0.0,612.0,0.0,252.0,864.0,0.0,0.0,1972.0,2.0,576.0
80.0,253.0,903.0,0.0,356.0,1259.0,1.0,0.0,1979.0,2.0,478.0
